Category,precision,recall,f1-score,support
Community,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,560.00 ± 260.77
Entertainment,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,2080.00 ± 1788.02
Food,13.64 ± 9.91,15.88 ± 12.44,14.14 ± 10.55,1260.00 ± 517.69
Nightlife,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,380.00 ± 130.38
Outdoors,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,820.00 ± 164.32
Shopping,8.32 ± 8.17,10.34 ± 11.29,9.07 ± 9.17,1480.00 ± 732.80
Travel,41.57 ± 9.38,43.91 ± 8.57,42.66 ± 8.95,13960.00 ± 3720.62
None,25.12 ± 16.76,23.88 ± 19.22,23.36 ± 15.85,1240.00 ± 1154.56
Unknown-8,28.60 ± 4.38,29.73 ± 9.08,28.59 ± 5.36,1320.00 ± 396.23
Unknown-10,22.00 ± 25.34,20.00 ± 18.26,19.68 ± 19.39,400.00 ± 300.00
Unknown-11,38.76 ± 12.76,36.94 ± 12.44,37.69 ± 12.21,5920.00 ± 3080.10
Unknown-12,25.93 ± 14.84,26.51 ± 15.39,26.17 ± 15.03,10100.00 ± 1607.79
Unknown-13,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 57.74
Unknown-14,12.50 ± 15.96,18.75 ± 23.94,15.00 ± 19.15,175.00 ± 170.78
Unknown-15,6.67 ± 14.91,6.67 ± 14.91,6.67 ± 14.91,120.00 ± 130.38
Unknown-16,18.82 ± 9.99,17.74 ± 8.95,18.07 ± 9.37,2960.00 ± 1415.27
Unknown-17,19.49 ± 22.61,30.33 ± 41.04,22.56 ± 27.76,480.00 ± 580.52
Unknown-18,27.26 ± 18.07,26.97 ± 17.31,27.08 ± 17.61,7880.00 ± 1937.01
Unknown-19,43.11 ± 18.70,43.34 ± 18.13,42.62 ± 17.09,2820.00 ± 1722.50
Unknown-20,59.31 ± 33.20,45.10 ± 25.36,51.22 ± 28.71,39240.00 ± 2866.71
Unknown-21,37.74 ± 25.55,38.18 ± 24.72,37.93 ± 25.08,12280.00 ± 6293.41
Unknown-22,36.84 ± 23.52,44.76 ± 18.80,39.89 ± 21.80,3300.00 ± 1528.07
Unknown-23,37.19 ± 2.18,37.93 ± 4.67,37.52 ± 3.36,4780.00 ± 622.09
Unknown-24,16.67 ± 28.87,33.33 ± 57.74,22.22 ± 38.49,66.67 ± 57.74
Unknown-25,35.94 ± 11.83,43.99 ± 19.79,39.10 ± 13.85,1920.00 ± 389.87
Unknown-26,25.98 ± 22.32,23.77 ± 20.10,24.80 ± 21.07,1160.00 ± 594.14
Unknown-27,30.76 ± 22.54,33.74 ± 19.44,31.08 ± 18.66,960.00 ± 492.95
Unknown-28,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,140.00 ± 54.77
Unknown-29,46.81 ± 9.81,55.67 ± 9.86,50.07 ± 8.27,880.00 ± 216.79
Unknown-31,65.00 ± 41.83,62.00 ± 41.47,60.00 ± 36.51,180.00 ± 192.35
Unknown-32,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-33,13.78 ± 8.75,13.21 ± 7.64,13.31 ± 7.88,2340.00 ± 1213.67
Unknown-34,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,266.67 ± 152.75
Unknown-35,9.52 ± 13.98,10.44 ± 14.65,9.92 ± 14.22,5300.00 ± 1914.42
Unknown-36,41.97 ± 12.78,43.54 ± 14.74,42.71 ± 13.74,4820.00 ± 1500.67
Unknown-37,8.00 ± 17.89,8.00 ± 17.89,8.00 ± 17.89,840.00 ± 364.69
Unknown-38,50.92 ± 24.71,46.67 ± 22.11,47.65 ± 22.85,650.00 ± 251.66
Unknown-39,10.35 ± 10.14,10.99 ± 10.36,10.62 ± 10.16,1860.00 ± 694.98
Unknown-40,56.08 ± 31.77,68.40 ± 38.91,61.40 ± 34.51,2740.00 ± 1415.27
Unknown-42,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,480.00 ± 402.49
Unknown-43,1.43 ± 3.19,0.91 ± 2.03,1.11 ± 2.48,1500.00 ± 583.10
Unknown-44,5.00 ± 11.18,4.00 ± 8.94,4.44 ± 9.94,520.00 ± 130.38
Unknown-45,31.39 ± 9.45,33.84 ± 10.53,32.56 ± 9.95,2480.00 ± 1553.06
Unknown-46,10.00 ± 22.36,3.33 ± 7.45,5.00 ± 11.18,160.00 ± 251.00
Unknown-48,31.43 ± 13.37,27.06 ± 12.54,28.97 ± 12.99,4040.00 ± 1622.65
Unknown-49,19.49 ± 6.79,18.67 ± 6.46,18.84 ± 5.87,3280.00 ± 258.84
Unknown-50,44.49 ± 13.67,50.22 ± 15.46,46.89 ± 13.89,7340.00 ± 4079.58
Unknown-51,6.67 ± 14.91,20.00 ± 44.72,10.00 ± 22.36,240.00 ± 207.36
Unknown-53,3.25 ± 4.64,8.33 ± 11.79,4.50 ± 6.22,460.00 ± 230.22
Unknown-55,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,175.00 ± 125.83
Unknown-56,23.32 ± 13.87,17.97 ± 10.63,20.22 ± 11.91,1400.00 ± 200.00
Unknown-57,4.68 ± 10.47,6.47 ± 14.47,5.43 ± 12.15,2660.00 ± 952.89
Unknown-58,31.62 ± 10.45,41.93 ± 18.81,35.86 ± 13.64,1320.00 ± 889.94
Unknown-59,22.47 ± 18.78,25.90 ± 19.93,24.01 ± 19.32,2020.00 ± 694.26
Unknown-60,24.76 ± 24.61,19.49 ± 17.82,21.33 ± 19.66,440.00 ± 541.29
Unknown-61,51.05 ± 8.53,51.98 ± 12.91,51.21 ± 9.78,2920.00 ± 1667.93
Unknown-62,8.12 ± 12.16,10.93 ± 14.99,8.97 ± 12.64,1480.00 ± 1771.16
Unknown-63,17.69 ± 18.67,21.78 ± 23.59,19.32 ± 20.41,720.00 ± 502.00
Unknown-65,7.67 ± 12.03,26.57 ± 24.53,10.12 ± 13.88,360.00 ± 230.22
Unknown-66,47.74 ± 21.90,72.00 ± 19.80,55.67 ± 18.03,380.00 ± 164.32
Unknown-67,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,366.67 ± 378.59
Unknown-68,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,140.00 ± 114.02
Unknown-69,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,540.00 ± 260.77
Unknown-70,5.07 ± 7.50,9.05 ± 13.08,6.00 ± 8.30,420.00 ± 342.05
Unknown-73,20.64 ± 14.29,24.36 ± 14.45,22.15 ± 13.94,1700.00 ± 543.14
Unknown-74,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,380.00 ± 363.32
Unknown-75,13.15 ± 16.55,18.00 ± 20.49,14.61 ± 17.15,480.00 ± 334.66
Unknown-77,3.33 ± 7.45,20.00 ± 44.72,5.71 ± 12.78,100.00 ± 70.71
Unknown-78,6.67 ± 14.91,13.33 ± 29.81,8.89 ± 19.88,180.00 ± 109.54
Unknown-79,6.36 ± 14.23,7.00 ± 15.65,6.67 ± 14.91,880.00 ± 766.16
Unknown-81,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,1220.00 ± 549.55
Unknown-82,58.45 ± 8.34,38.14 ± 14.01,45.22 ± 12.79,2920.00 ± 779.10
Unknown-83,23.12 ± 15.83,19.57 ± 12.22,21.07 ± 13.61,1500.00 ± 930.05
Unknown-84,12.41 ± 8.63,13.86 ± 5.69,12.24 ± 5.88,1160.00 ± 409.88
Unknown-85,35.82 ± 4.73,27.87 ± 9.81,30.33 ± 7.19,1380.00 ± 736.21
Unknown-86,21.24 ± 13.66,19.97 ± 14.23,20.43 ± 13.72,1400.00 ± 380.79
Unknown-87,26.75 ± 6.25,22.61 ± 9.27,24.16 ± 7.54,2180.00 ± 769.42
Unknown-88,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,125.00 ± 250.00
Unknown-89,44.92 ± 13.64,47.16 ± 16.90,45.85 ± 14.89,4340.00 ± 1898.16
Unknown-90,31.98 ± 17.06,40.50 ± 24.55,35.51 ± 20.20,1660.00 ± 502.99
Unknown-91,5.71 ± 12.78,6.67 ± 14.91,6.15 ± 13.76,500.00 ± 244.95
Unknown-92,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,240.00 ± 151.66
Unknown-93,11.00 ± 15.17,10.00 ± 14.14,10.25 ± 14.09,1320.00 ± 491.93
Unknown-94,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,300.00 ± 244.95
Unknown-96,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,160.00 ± 134.16
