Category,precision,recall,f1-score,support
Unknown-140,13.33 ± 29.81,13.33 ± 29.81,13.33 ± 29.81,300.00 ± 187.08
Unknown-141,24.00 ± 43.36,24.00 ± 43.36,24.00 ± 43.36,160.00 ± 207.36
Unknown-142,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,300.00 ± 353.55
Unknown-143,42.72 ± 10.82,50.86 ± 10.19,46.23 ± 10.14,2200.00 ± 484.77
Unknown-144,2.67 ± 5.96,6.67 ± 14.91,3.81 ± 8.52,400.00 ± 200.00
Unknown-145,6.67 ± 14.91,2.00 ± 4.47,3.08 ± 6.88,520.00 ± 828.85
Unknown-146,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,175.00 ± 221.74
Unknown-147,33.79 ± 20.22,35.58 ± 23.77,34.21 ± 21.22,1740.00 ± 694.98
Unknown-148,27.46 ± 16.39,27.09 ± 18.78,26.90 ± 17.77,2880.00 ± 1940.88
Unknown-149,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,440.00 ± 343.51
