Category,precision,recall,f1-score,support
Unknown-110,40.00 ± 54.77,16.67 ± 23.57,23.33 ± 32.49,300.00 ± 353.55
Unknown-111,20.54 ± 18.56,14.89 ± 14.98,16.64 ± 16.07,1440.00 ± 219.09
Unknown-112,4.17 ± 8.33,12.50 ± 25.00,6.25 ± 12.50,150.00 ± 57.74
Unknown-113,4.00 ± 8.94,10.00 ± 22.36,5.71 ± 12.78,240.00 ± 114.02
Unknown-115,21.33 ± 22.92,23.33 ± 27.26,20.67 ± 21.65,320.00 ± 130.38
Unknown-116,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,250.00 ± 378.59
Unknown-117,42.67 ± 36.09,36.33 ± 25.34,33.78 ± 19.01,440.00 ± 336.15
Unknown-118,46.67 ± 44.72,53.33 ± 50.55,49.33 ± 46.57,200.00 ± 100.00
Unknown-119,26.11 ± 26.47,24.48 ± 27.95,24.57 ± 25.65,500.00 ± 533.85
Unknown-120,3.78 ± 5.86,10.30 ± 15.09,4.98 ± 7.13,960.00 ± 433.59
Unknown-123,0.00,0.00,0.00,100.00
Unknown-126,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,80.00 ± 44.72
Unknown-127,13.22 ± 18.43,13.94 ± 19.80,13.56 ± 19.06,3040.00 ± 2435.78
Unknown-128,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,80.00 ± 178.89
Unknown-129,9.83 ± 9.36,21.67 ± 21.73,13.08 ± 12.18,320.00 ± 192.35
Unknown-130,19.75 ± 19.60,23.01 ± 18.73,18.33 ± 14.91,780.00 ± 370.14
Unknown-131,30.57 ± 13.54,37.41 ± 29.81,32.45 ± 18.39,860.00 ± 260.77
Unknown-132,43.17 ± 34.82,35.00 ± 19.00,35.40 ± 18.09,380.00 ± 130.38
Unknown-133,45.71 ± 10.88,61.07 ± 24.48,50.84 ± 14.06,1300.00 ± 600.00
Unknown-134,42.01 ± 20.35,44.44 ± 13.92,39.05 ± 11.26,1060.00 ± 789.30
Unknown-136,23.08 ± 9.75,27.06 ± 12.59,24.01 ± 8.86,1780.00 ± 852.64
Unknown-137,2.86 ± 6.39,10.00 ± 22.36,4.44 ± 9.94,120.00 ± 44.72
Unknown-138,2.59 ± 3.65,21.54 ± 43.99,4.11 ± 6.30,480.00 ± 521.54
Unknown-140,23.25 ± 13.70,26.57 ± 17.00,24.11 ± 14.03,780.00 ± 779.10
Unknown-141,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,166.67 ± 115.47
Unknown-142,2.86 ± 6.39,6.67 ± 14.91,4.00 ± 8.94,180.00 ± 83.67
Unknown-143,4.29 ± 9.58,8.57 ± 19.17,5.71 ± 12.78,320.00 ± 349.28
Unknown-144,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,140.00 ± 89.44
Unknown-145,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,66.67 ± 57.74
Unknown-146,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,220.00 ± 130.38
Unknown-147,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,260.00 ± 415.93
Unknown-148,41.05 ± 12.48,41.91 ± 17.18,41.39 ± 14.72,3100.00 ± 1494.99
Unknown-149,28.03 ± 16.97,34.17 ± 20.92,29.87 ± 16.64,1040.00 ± 384.71
Unknown-151,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 122.47
Unknown-152,15.73 ± 15.01,12.46 ± 12.29,13.71 ± 13.21,2740.00 ± 947.63
Unknown-153,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,380.00 ± 258.84
Unknown-154,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,133.33 ± 57.74
Unknown-155,26.94 ± 22.39,49.70 ± 33.18,33.60 ± 25.16,980.00 ± 739.59
Unknown-156,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,233.33 ± 321.46
Unknown-157,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,320.00 ± 356.37
Unknown-158,19.31 ± 16.31,19.75 ± 17.04,18.89 ± 15.80,1280.00 ± 1003.49
Unknown-159,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,300.00 ± 519.62
Unknown-160,25.77 ± 8.52,27.47 ± 15.57,25.39 ± 9.83,1560.00 ± 776.53
Unknown-161,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,260.00 ± 207.36
Unknown-162,5.00 ± 11.18,8.00 ± 17.89,6.15 ± 13.76,200.00 ± 173.21
Unknown-163,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,300.00 ± 158.11
Unknown-164,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,320.00 ± 130.38
Unknown-166,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,220.00 ± 164.32
Unknown-167,20.83 ± 25.00,11.46 ± 15.73,13.33 ± 16.33,300.00 ± 355.90
Unknown-168,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-169,5.67 ± 8.79,16.67 ± 23.57,8.38 ± 12.68,280.00 ± 130.38
Unknown-170,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,300.00 ± 244.95
Unknown-171,27.23 ± 12.41,56.47 ± 19.51,35.75 ± 14.57,580.00 ± 443.85
Unknown-172,9.17 ± 14.55,24.00 ± 43.36,9.44 ± 12.97,560.00 ± 350.71
Unknown-174,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,300.00 ± 504.98
Unknown-175,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,540.00 ± 482.70
Unknown-176,21.00 ± 14.32,28.44 ± 21.50,23.78 ± 16.92,420.00 ± 294.96
Unknown-177,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,240.00 ± 151.66
Unknown-178,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 141.42
Unknown-179,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,640.00 ± 151.66
Unknown-180,36.33 ± 9.31,48.00 ± 14.45,39.50 ± 5.12,480.00 ± 109.54
Unknown-181,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,500.00 ± 463.68
Unknown-183,6.67 ± 14.91,4.00 ± 8.94,5.00 ± 11.18,240.00 ± 167.33
Unknown-184,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,400.00 ± 608.28
Unknown-186,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,400.00 ± 424.26
Unknown-191,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,240.00 ± 194.94
Unknown-192,20.83 ± 25.00,37.50 ± 47.87,25.00 ± 28.87,75.00 ± 95.74
Unknown-193,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,400.00 ± 264.58
Unknown-197,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,420.00 ± 376.83
Unknown-198,35.99 ± 24.52,34.16 ± 27.84,34.67 ± 26.25,2060.00 ± 1872.97
Unknown-199,15.62 ± 23.66,11.25 ± 13.15,11.31 ± 13.93,425.00 ± 250.00
Unknown-202,14.00 ± 12.94,27.50 ± 25.62,18.55 ± 17.19,260.00 ± 313.05
Unknown-205,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 81.65
Unknown-206,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,220.00 ± 130.38
Unknown-209,38.34 ± 17.51,33.34 ± 13.62,35.47 ± 14.89,2140.00 ± 884.87
Unknown-210,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,140.00 ± 114.02
Unknown-212,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-213,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,220.00 ± 164.32
Unknown-214,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,160.00 ± 134.16
Unknown-216,1.54 ± 3.44,10.00 ± 22.36,2.67 ± 5.96,120.00 ± 83.67
Unknown-218,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,180.00 ± 349.28
Unknown-219,20.57 ± 15.04,21.96 ± 13.87,20.54 ± 13.63,1180.00 ± 414.73
Unknown-220,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 70.71
Unknown-221,19.17 ± 28.20,15.39 ± 21.20,16.86 ± 23.74,780.00 ± 645.76
Unknown-222,48.58 ± 27.73,56.90 ± 29.12,51.49 ± 26.71,980.00 ± 563.03
Unknown-223,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,300.00 ± 141.42
Unknown-224,15.19 ± 9.40,26.87 ± 26.58,16.55 ± 11.57,560.00 ± 472.23
Unknown-225,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,125.00 ± 150.00
Unknown-226,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-228,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 70.71
Unknown-229,12.22 ± 21.66,12.22 ± 21.66,12.22 ± 21.66,480.00 ± 327.11
Unknown-230,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,175.00 ± 150.00
Unknown-231,61.54 ± 10.17,64.95 ± 13.67,62.70 ± 10.48,3020.00 ± 831.87
Unknown-232,44.47 ± 29.35,44.56 ± 26.77,44.00 ± 27.07,1720.00 ± 2272.00
Unknown-233,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 100.00
Unknown-234,35.90 ± 24.82,38.32 ± 33.69,36.24 ± 27.25,1160.00 ± 971.08
Unknown-236,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,240.00 ± 151.66
Unknown-237,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-238,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 81.65
Unknown-240,17.99 ± 14.46,10.83 ± 8.66,12.46 ± 9.21,1325.00 ± 457.35
Unknown-241,41.05 ± 34.26,40.67 ± 13.62,38.29 ± 19.16,520.00 ± 327.11
Unknown-242,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,133.33 ± 57.74
Unknown-244,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-245,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,333.33 ± 305.51
Unknown-247,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 57.74
Unknown-248,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,350.00 ± 238.05
Unknown-249,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 57.74
Unknown-250,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,266.67 ± 378.59
Unknown-251,8.00 ± 17.89,10.00 ± 22.36,8.89 ± 19.88,800.00 ± 1197.91
Unknown-253,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,175.00 ± 95.74
Unknown-254,50.00 ± 40.82,37.50 ± 43.30,35.00 ± 27.42,250.00 ± 173.21
Unknown-259,5.56 ± 9.62,16.67 ± 28.87,8.33 ± 14.43,166.67 ± 57.74
Unknown-260,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,125.00 ± 95.74
Unknown-262,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,480.00 ± 370.14
Unknown-263,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,433.33 ± 305.51
Unknown-264,32.40 ± 17.30,37.43 ± 20.31,32.08 ± 15.15,820.00 ± 454.97
Unknown-267,56.06 ± 20.30,69.67 ± 22.40,59.43 ± 14.14,1180.00 ± 960.21
Unknown-270,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 81.65
Unknown-271,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,160.00 ± 114.02
Unknown-274,30.00 ± 47.61,31.25 ± 47.32,30.56 ± 47.47,150.00 ± 173.21
Unknown-275,16.67 ± 23.57,12.67 ± 17.38,14.32 ± 19.83,420.00 ± 389.87
Unknown-276,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,240.00 ± 54.77
Unknown-277,36.46 ± 13.14,56.67 ± 27.89,40.90 ± 10.45,380.00 ± 216.79
Unknown-278,11.11 ± 19.25,6.67 ± 11.55,8.33 ± 14.43,300.00 ± 264.58
Unknown-279,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-280,15.50 ± 21.24,25.00 ± 35.36,18.89 ± 25.94,300.00 ± 308.22
Unknown-282,8.33 ± 16.67,6.25 ± 12.50,7.14 ± 14.29,375.00 ± 170.78
Unknown-283,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,166.67 ± 57.74
Unknown-284,0.00,0.00,0.00,300.00
Unknown-285,5.00 ± 11.18,6.67 ± 14.91,5.71 ± 12.78,700.00 ± 424.26
Unknown-288,23.33 ± 43.46,14.00 ± 21.91,16.97 ± 28.88,340.00 ± 251.00
Unknown-290,0.74 ± 1.66,6.67 ± 14.91,1.33 ± 2.98,360.00 ± 194.94
Unknown-292,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,340.00 ± 288.10
Unknown-293,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,220.00 ± 216.79
Unknown-295,20.00 ± 27.39,16.67 ± 23.57,18.00 ± 24.90,140.00 ± 134.16
Unknown-296,50.56 ± 17.64,43.83 ± 12.47,46.65 ± 13.75,720.00 ± 277.49
Unknown-299,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,480.00 ± 216.79
Unknown-300,5.71 ± 12.78,5.00 ± 11.18,5.33 ± 11.93,440.00 ± 230.22
Unknown-301,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 100.00
Unknown-302,20.96 ± 19.84,21.46 ± 16.13,20.92 ± 18.07,1300.00 ± 406.20
Unknown-304,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 282.84
Unknown-305,28.79 ± 10.95,52.51 ± 26.85,33.03 ± 8.09,2240.00 ± 1446.72
Unknown-306,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,140.00 ± 89.44
Unknown-307,37.50 ± 47.87,37.50 ± 47.87,37.50 ± 47.87,100.00 ± 81.65
Unknown-308,23.30 ± 35.52,28.75 ± 36.14,25.00 ± 35.36,275.00 ± 206.16
Unknown-309,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-311,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,260.00 ± 194.94
Unknown-312,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,225.00 ± 189.30
Unknown-313,42.40 ± 18.11,52.10 ± 23.84,45.94 ± 18.79,900.00 ± 868.91
Unknown-314,6.67 ± 14.91,10.00 ± 22.36,8.00 ± 17.89,380.00 ± 432.43
Unknown-315,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,540.00 ± 336.15
Unknown-318,6.25 ± 12.50,5.00 ± 10.00,5.56 ± 11.11,200.00 ± 216.02
Unknown-320,42.96 ± 13.19,41.33 ± 14.45,40.44 ± 9.07,920.00 ± 370.14
Unknown-321,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,233.33 ± 321.46
Unknown-323,100.00 ± 0.00,100.00 ± 0.00,100.00 ± 0.00,100.00 ± 0.00
Unknown-324,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 100.00
Unknown-326,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,120.00 ± 109.54
Unknown-327,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,460.00 ± 328.63
Unknown-330,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,320.00 ± 192.35
Unknown-331,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,325.00 ± 287.23
Unknown-332,3.33 ± 7.45,6.67 ± 14.91,4.44 ± 9.94,260.00 ± 151.66
Unknown-333,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,466.67 ± 723.42
Unknown-334,25.00 ± 27.64,19.71 ± 21.05,19.67 ± 18.72,480.00 ± 370.14
Unknown-338,34.00 ± 42.19,38.00 ± 41.47,34.60 ± 41.25,240.00 ± 151.66
Unknown-339,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,66.67 ± 57.74
Unknown-341,33.33 ± 42.49,30.71 ± 32.50,29.42 ± 35.24,340.00 ± 219.09
Unknown-345,27.19 ± 25.90,33.79 ± 31.81,29.94 ± 28.21,740.00 ± 1213.67
Unknown-346,21.02 ± 15.10,28.12 ± 18.03,22.11 ± 13.09,800.00 ± 524.40
Unknown-348,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,75.00 ± 50.00
Unknown-349,33.33 ± 47.14,14.58 ± 17.18,19.64 ± 24.31,375.00 ± 206.16
Unknown-350,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 100.00
Unknown-351,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,133.33 ± 115.47
Unknown-352,35.16 ± 10.10,36.32 ± 11.28,35.60 ± 10.33,2840.00 ± 1627.27
Unknown-354,27.17 ± 26.40,36.67 ± 21.73,27.70 ± 21.07,340.00 ± 167.33
Unknown-356,15.00 ± 22.36,20.00 ± 27.39,16.67 ± 23.57,220.00 ± 164.32
Unknown-357,5.71 ± 12.78,10.00 ± 22.36,7.27 ± 16.26,420.00 ± 249.00
Unknown-358,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,350.00 ± 238.05
Unknown-359,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,180.00 ± 164.32
Unknown-362,37.83 ± 24.80,46.36 ± 35.85,40.01 ± 25.77,700.00 ± 430.12
Unknown-363,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,1100.00 ± 1630.95
Unknown-364,26.67 ± 43.46,20.00 ± 27.39,21.33 ± 30.70,360.00 ± 167.33
Unknown-365,12.50 ± 25.00,12.50 ± 25.00,12.50 ± 25.00,250.00 ± 100.00
Unknown-368,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-369,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 173.21
Unknown-371,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,166.67 ± 57.74
Unknown-374,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,120.00 ± 109.54
Unknown-375,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-376,12.50 ± 25.00,12.50 ± 25.00,12.50 ± 25.00,200.00 ± 141.42
Unknown-377,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 141.42
Unknown-378,9.38 ± 11.97,27.27 ± 48.67,12.63 ± 18.91,400.00 ± 476.10
Unknown-379,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 141.42
Unknown-380,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 70.71
Unknown-382,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 81.65
Unknown-383,17.48 ± 8.23,25.62 ± 11.25,18.29 ± 4.23,950.00 ± 500.00
Unknown-388,54.67 ± 44.07,50.00 ± 37.27,50.00 ± 37.27,320.00 ± 83.67
Unknown-389,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 129.10
Unknown-390,8.89 ± 14.49,8.67 ± 14.45,8.77 ± 14.47,620.00 ± 396.23
Unknown-391,47.38 ± 29.07,51.33 ± 34.69,48.07 ± 29.99,600.00 ± 353.55
Unknown-392,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,180.00 ± 164.32
Unknown-394,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,66.67 ± 57.74
Unknown-396,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,125.00 ± 95.74
Unknown-399,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,450.00 ± 494.97
Unknown-400,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,480.00 ± 491.93
Unknown-401,25.75 ± 26.57,34.63 ± 32.92,27.64 ± 25.93,760.00 ± 844.39
