Category,precision,recall,f1-score,support
Community,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,560.00 ± 364.69
Entertainment,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,2080.00 ± 852.64
Food,15.28 ± 9.35,16.35 ± 6.27,15.35 ± 7.66,1260.00 ± 472.23
Nightlife,4.00 ± 8.94,2.50 ± 5.59,3.08 ± 6.88,380.00 ± 258.84
Outdoors,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,820.00 ± 204.94
Shopping,5.11 ± 7.68,7.26 ± 11.50,5.98 ± 9.19,1480.00 ± 454.97
Travel,42.99 ± 4.00,45.56 ± 3.37,44.23 ± 3.63,13960.00 ± 1833.85
None,21.93 ± 17.87,20.73 ± 15.28,18.64 ± 14.79,1240.00 ± 1234.10
Unknown-8,23.00 ± 15.63,23.90 ± 14.88,23.39 ± 15.19,1320.00 ± 576.19
Unknown-9,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,75.00 ± 95.74
Unknown-10,8.67 ± 14.45,10.00 ± 14.91,9.17 ± 14.55,400.00 ± 234.52
Unknown-11,40.24 ± 12.44,39.65 ± 8.02,39.54 ± 9.24,5920.00 ± 3046.64
Unknown-12,34.96 ± 8.83,36.21 ± 8.18,35.56 ± 8.49,10100.00 ± 1230.85
Unknown-13,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 57.74
Unknown-14,11.43 ± 10.30,27.78 ± 25.46,16.19 ± 14.66,233.33 ± 57.74
Unknown-15,4.00 ± 8.94,20.00 ± 44.72,6.67 ± 14.91,120.00 ± 44.72
Unknown-16,19.73 ± 9.12,18.16 ± 8.49,18.78 ± 8.50,2960.00 ± 776.53
Unknown-17,28.67 ± 42.14,20.71 ± 21.19,22.34 ± 27.83,480.00 ± 526.31
Unknown-18,36.29 ± 8.83,36.70 ± 9.77,36.33 ± 9.03,7880.00 ± 2174.17
Unknown-19,45.85 ± 11.35,45.80 ± 8.39,44.70 ± 5.89,2820.00 ± 1821.26
Unknown-20,73.65 ± 4.68,55.46 ± 6.74,63.20 ± 5.98,39240.00 ± 5094.90
Unknown-21,43.87 ± 12.48,44.71 ± 13.94,44.28 ± 13.19,12280.00 ± 6616.04
Unknown-22,39.27 ± 17.13,49.21 ± 14.50,42.76 ± 15.26,3300.00 ± 1750.71
Unknown-23,37.40 ± 2.32,38.55 ± 5.88,37.84 ± 3.73,4780.00 ± 1003.49
Unknown-25,30.97 ± 16.38,36.85 ± 20.00,33.45 ± 17.82,1920.00 ± 1082.59
Unknown-26,26.82 ± 24.23,26.13 ± 24.62,25.88 ± 22.91,1160.00 ± 716.24
Unknown-27,29.09 ± 18.55,33.71 ± 21.90,30.86 ± 19.64,960.00 ± 364.69
Unknown-28,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,175.00 ± 50.00
Unknown-29,52.54 ± 7.90,55.22 ± 15.52,52.27 ± 5.26,880.00 ± 258.84
Unknown-31,46.00 ± 45.61,56.00 ± 51.77,49.33 ± 46.57,180.00 ± 192.35
Unknown-32,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,66.67 ± 57.74
Unknown-33,21.22 ± 14.76,19.50 ± 11.42,20.08 ± 12.48,2340.00 ± 773.30
Unknown-35,26.53 ± 5.12,29.14 ± 4.26,27.55 ± 3.95,5300.00 ± 930.05
Unknown-36,40.58 ± 10.47,41.70 ± 11.38,41.10 ± 10.81,4820.00 ± 2256.55
Unknown-37,20.24 ± 13.31,20.47 ± 13.97,19.85 ± 12.51,840.00 ± 350.71
Unknown-38,53.56 ± 38.11,42.73 ± 27.28,46.03 ± 28.88,520.00 ± 356.37
Unknown-39,21.63 ± 7.39,24.67 ± 10.64,22.89 ± 8.63,1860.00 ± 304.96
Unknown-40,69.12 ± 4.02,85.47 ± 5.32,76.35 ± 3.72,2740.00 ± 207.36
Unknown-41,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 57.74
Unknown-42,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,480.00 ± 408.66
Unknown-43,1.25 ± 2.80,0.95 ± 2.13,1.08 ± 2.42,1500.00 ± 441.59
Unknown-44,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,520.00 ± 178.89
Unknown-45,31.23 ± 7.06,36.28 ± 13.02,33.20 ± 8.93,2480.00 ± 1871.36
Unknown-46,12.88 ± 16.11,30.00 ± 47.61,13.94 ± 16.27,200.00 ± 216.02
