Category,precision,recall,f1-score,support
Community,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,940.00 ± 304.96
Entertainment,23.37 ± 15.17,27.69 ± 14.54,24.38 ± 13.08,2420.00 ± 258.84
Food,49.29 ± 11.88,31.14 ± 12.48,37.67 ± 12.19,3360.00 ± 602.49
Nightlife,33.34 ± 13.11,32.43 ± 14.95,31.85 ± 12.30,1780.00 ± 759.61
Outdoors,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,450.00 ± 519.62
Shopping,5.71 ± 12.78,6.15 ± 13.76,5.93 ± 13.25,520.00 ± 491.93
Travel,30.85 ± 18.61,35.10 ± 17.30,32.72 ± 17.85,4000.00 ± 2777.59
None,42.94 ± 13.18,53.20 ± 15.69,47.30 ± 13.82,1160.00 ± 328.63
Unknown-8,49.22 ± 17.84,59.79 ± 24.60,53.54 ± 19.83,1980.00 ± 1492.31
Unknown-9,32.05 ± 13.56,30.53 ± 15.48,30.99 ± 14.71,2280.00 ± 804.36
Unknown-10,24.93 ± 30.87,27.62 ± 30.33,25.58 ± 30.37,1900.00 ± 2796.43
Unknown-11,41.96 ± 14.32,45.35 ± 9.06,42.81 ± 10.32,5240.00 ± 1622.65
Unknown-12,5.16 ± 7.35,5.57 ± 8.35,5.33 ± 7.78,1160.00 ± 531.98
Unknown-13,38.48 ± 12.77,47.63 ± 12.53,41.66 ± 10.36,4720.00 ± 1920.16
Unknown-14,10.00 ± 22.36,2.86 ± 6.39,4.44 ± 9.94,320.00 ± 228.04
Unknown-15,25.00 ± 50.00,25.00 ± 50.00,25.00 ± 50.00,75.00 ± 50.00
Unknown-17,42.20 ± 16.85,46.89 ± 14.09,44.15 ± 15.46,4700.00 ± 3005.83
Unknown-18,28.82 ± 9.02,33.22 ± 8.71,30.66 ± 8.63,2480.00 ± 1015.87
Unknown-20,33.82 ± 9.75,36.43 ± 11.82,34.94 ± 10.53,5840.00 ± 1997.00
Unknown-21,40.00 ± 54.77,30.00 ± 44.72,33.33 ± 47.14,80.00 ± 83.67
Unknown-23,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,120.00 ± 109.54
Unknown-24,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 122.47
Unknown-26,6.67 ± 14.91,5.00 ± 11.18,5.71 ± 12.78,280.00 ± 130.38
Unknown-27,17.64 ± 5.31,20.08 ± 6.83,18.23 ± 5.01,640.00 ± 230.22
Unknown-28,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,180.00 ± 268.33
Unknown-30,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,380.00 ± 164.32
Unknown-31,29.23 ± 8.21,33.30 ± 7.23,30.98 ± 7.37,3580.00 ± 719.03
Unknown-32,63.89 ± 31.91,68.75 ± 37.50,62.55 ± 26.76,400.00 ± 282.84
Unknown-33,38.68 ± 35.84,68.39 ± 27.14,41.91 ± 33.38,3660.00 ± 5136.93
Unknown-34,28.07 ± 16.44,29.15 ± 21.51,28.10 ± 18.87,1160.00 ± 421.90
Unknown-35,55.00 ± 38.91,40.00 ± 25.28,43.90 ± 27.31,440.00 ± 270.19
Unknown-36,32.28 ± 16.96,39.46 ± 19.70,34.53 ± 18.02,1540.00 ± 723.19
Unknown-38,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,266.67 ± 152.75
Unknown-39,5.00 ± 11.18,5.00 ± 11.18,5.00 ± 11.18,520.00 ± 268.33
Unknown-40,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 70.71
Unknown-41,20.30 ± 17.17,21.00 ± 17.54,20.61 ± 17.29,2060.00 ± 876.36
Unknown-43,33.73 ± 11.05,46.41 ± 18.12,38.13 ± 13.01,1500.00 ± 452.77
Unknown-44,9.95 ± 11.79,11.81 ± 13.59,10.76 ± 12.53,1280.00 ± 540.37
Unknown-46,35.66 ± 7.00,37.97 ± 10.39,36.68 ± 8.42,5440.00 ± 934.34
Unknown-47,0.95 ± 2.13,2.00 ± 4.47,1.29 ± 2.89,540.00 ± 270.19
Unknown-48,36.25 ± 41.55,44.29 ± 44.15,38.70 ± 41.54,220.00 ± 286.36
Unknown-49,38.93 ± 8.41,43.14 ± 11.11,40.34 ± 7.91,1140.00 ± 230.22
Unknown-50,26.82 ± 15.82,29.67 ± 22.92,27.73 ± 18.64,780.00 ± 544.98
Unknown-51,10.03 ± 6.90,10.73 ± 9.05,10.19 ± 7.82,1340.00 ± 507.94
Unknown-52,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,400.00 ± 605.53
Unknown-53,16.41 ± 20.42,12.83 ± 15.01,14.29 ± 17.22,1140.00 ± 288.10
Unknown-54,24.00 ± 43.36,40.00 ± 54.77,26.67 ± 43.46,140.00 ± 89.44
Unknown-55,26.03 ± 16.61,28.01 ± 22.09,25.22 ± 15.76,2220.00 ± 641.87
Unknown-56,4.49 ± 6.16,11.43 ± 16.01,6.41 ± 8.79,1080.00 ± 589.07
Unknown-57,33.38 ± 8.87,34.67 ± 9.98,32.95 ± 6.79,2680.00 ± 719.03
Unknown-58,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,175.00 ± 221.74
Unknown-60,21.35 ± 19.44,20.73 ± 15.96,20.82 ± 17.64,1840.00 ± 817.31
Unknown-61,7.50 ± 11.18,18.33 ± 29.11,10.61 ± 16.11,480.00 ± 164.32
Unknown-62,16.28 ± 8.07,21.02 ± 13.02,15.81 ± 4.24,1060.00 ± 304.96
Unknown-63,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 100.00
Unknown-64,27.53 ± 31.79,28.37 ± 35.99,27.15 ± 32.18,800.00 ± 761.58
Unknown-65,24.73 ± 25.58,32.87 ± 25.40,25.94 ± 22.65,860.00 ± 439.32
Unknown-67,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,580.00 ± 432.43
Unknown-69,28.26 ± 13.11,36.76 ± 18.09,31.54 ± 15.55,1840.00 ± 944.99
Unknown-70,28.99 ± 8.59,30.01 ± 7.72,28.71 ± 5.51,2300.00 ± 484.77
Unknown-71,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,66.67 ± 115.47
Unknown-72,13.93 ± 12.69,13.11 ± 11.55,13.48 ± 12.11,1640.00 ± 820.37
Unknown-74,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,220.00 ± 130.38
Unknown-75,9.96 ± 10.72,13.11 ± 12.06,10.97 ± 11.01,1080.00 ± 1116.69
Unknown-76,35.62 ± 15.14,41.49 ± 13.18,37.98 ± 13.83,725.00 ± 670.20
Unknown-77,4.02 ± 5.64,13.00 ± 18.57,6.14 ± 8.64,640.00 ± 378.15
Unknown-78,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,180.00 ± 148.32
Unknown-79,29.71 ± 9.48,38.57 ± 9.88,33.05 ± 8.60,3800.00 ± 2129.55
Unknown-80,53.39 ± 13.04,57.15 ± 11.30,55.02 ± 11.83,2820.00 ± 1508.97
Unknown-81,42.48 ± 18.92,49.81 ± 11.68,45.22 ± 15.32,1460.00 ± 730.07
Unknown-82,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,640.00 ± 279.28
Unknown-84,11.65 ± 11.46,16.81 ± 16.39,13.00 ± 12.14,1280.00 ± 1032.96
Unknown-85,5.71 ± 7.82,40.00 ± 54.77,10.00 ± 13.69,140.00 ± 151.66
Unknown-86,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,60.00 ± 54.77
Unknown-87,43.49 ± 39.68,38.00 ± 24.68,34.15 ± 20.70,340.00 ± 114.02
Unknown-88,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,120.00 ± 130.38
Unknown-89,21.67 ± 18.26,18.97 ± 12.60,19.89 ± 14.55,720.00 ± 443.85
Unknown-90,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,166.67 ± 57.74
Unknown-91,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,160.00 ± 251.00
Unknown-92,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,80.00 ± 44.72
Unknown-94,12.50 ± 25.00,12.50 ± 25.00,12.50 ± 25.00,250.00 ± 238.05
Unknown-95,18.00 ± 17.05,22.50 ± 25.28,18.10 ± 17.26,1260.00 ± 1580.51
Unknown-96,28.90 ± 31.46,30.00 ± 31.30,27.87 ± 29.74,640.00 ± 288.10
Unknown-97,11.97 ± 11.37,8.36 ± 11.80,8.46 ± 9.27,960.00 ± 589.92
