Category,precision,recall,f1-score,support
Unknown-1470,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 129.10
Unknown-1471,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 100.00
Unknown-1473,29.17 ± 41.87,24.67 ± 23.29,24.24 ± 28.10,340.00 ± 151.66
Unknown-1474,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,220.00 ± 83.67
Unknown-1475,33.33 ± 42.49,38.67 ± 42.53,26.62 ± 26.21,360.00 ± 296.65
Unknown-1476,6.67 ± 14.91,10.00 ± 22.36,8.00 ± 17.89,160.00 ± 54.77
Unknown-1477,37.50 ± 47.87,29.17 ± 34.36,30.95 ± 35.95,175.00 ± 95.74
Unknown-1480,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,125.00 ± 50.00
Unknown-1481,14.90 ± 8.74,24.54 ± 16.39,17.85 ± 10.04,820.00 ± 311.45
Unknown-1483,24.00 ± 25.10,18.67 ± 22.19,18.33 ± 20.75,380.00 ± 376.83
Unknown-1484,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,300.00 ± 360.56
Unknown-1485,21.29 ± 14.31,28.57 ± 24.97,21.67 ± 13.42,660.00 ± 219.09
Unknown-1486,31.87 ± 13.82,28.02 ± 10.25,27.61 ± 8.63,840.00 ± 378.15
Unknown-1487,38.57 ± 43.33,49.47 ± 50.01,39.80 ± 41.93,520.00 ± 785.49
Unknown-1489,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,175.00 ± 287.23
Unknown-1490,3.86 ± 6.22,13.33 ± 18.26,5.74 ± 8.82,920.00 ± 653.45
Unknown-1491,14.67 ± 14.45,14.00 ± 14.22,13.44 ± 12.40,520.00 ± 148.32
Unknown-1492,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,460.00 ± 450.56
Unknown-1495,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,160.00 ± 151.66
Unknown-1496,1.67 ± 3.73,20.00 ± 44.72,3.08 ± 6.88,220.00 ± 178.89
Unknown-1497,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-1498,6.67 ± 14.91,13.33 ± 29.81,8.89 ± 19.88,160.00 ± 89.44
Unknown-1500,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,133.33 ± 57.74
Unknown-1501,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,133.33 ± 57.74
Unknown-1502,42.50 ± 52.74,12.89 ± 14.18,19.02 ± 22.03,420.00 ± 294.96
Unknown-1503,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,460.00 ± 397.49
Unknown-1504,50.33 ± 31.10,46.44 ± 18.47,46.31 ± 22.82,720.00 ± 443.85
Unknown-1506,12.67 ± 17.38,15.24 ± 21.14,13.73 ± 18.81,480.00 ± 526.31
Unknown-1507,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 234.52
Unknown-1508,4.11 ± 5.62,4.13 ± 6.69,3.88 ± 5.67,1520.00 ± 238.75
Unknown-1511,30.52 ± 25.07,26.67 ± 19.00,27.98 ± 21.68,700.00 ± 331.66
Unknown-1512,28.54 ± 18.24,28.62 ± 18.96,28.52 ± 18.54,2360.00 ± 1514.27
Unknown-1516,2.86 ± 6.39,5.00 ± 11.18,3.64 ± 8.13,620.00 ± 363.32
Unknown-1517,14.14 ± 15.81,24.00 ± 27.73,17.68 ± 19.96,720.00 ± 521.54
Unknown-1518,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,660.00 ± 391.15
Unknown-1519,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,240.00 ± 219.09
Unknown-1520,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,320.00 ± 303.32
Unknown-1521,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,125.00 ± 95.74
Unknown-1522,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,325.00 ± 330.40
Unknown-1523,3.33 ± 7.45,3.33 ± 7.45,3.33 ± 7.45,920.00 ± 396.23
Unknown-1525,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,175.00 ± 95.74
Unknown-1526,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,300.00 ± 187.08
Unknown-1527,7.42 ± 6.95,15.08 ± 20.56,8.93 ± 8.83,1260.00 ± 472.23
Unknown-1528,12.35 ± 21.65,18.33 ± 29.11,10.67 ± 15.35,360.00 ± 151.66
Unknown-1530,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,220.00 ± 130.38
Unknown-1532,0.00,0.00,0.00,100.00
Unknown-1533,28.67 ± 27.85,34.17 ± 40.87,29.23 ± 29.21,340.00 ± 288.10
Unknown-1534,0.91 ± 2.03,4.00 ± 8.94,1.48 ± 3.31,1520.00 ± 1293.06
Unknown-1535,50.14 ± 30.90,38.22 ± 18.57,40.71 ± 17.46,840.00 ± 622.90
Unknown-1536,32.64 ± 38.52,30.21 ± 39.58,29.17 ± 34.36,425.00 ± 330.40
Unknown-1537,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,175.00 ± 125.83
Unknown-1538,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-1539,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,66.67 ± 115.47
Unknown-1540,7.53 ± 10.34,8.86 ± 13.34,7.78 ± 10.83,680.00 ± 311.45
Unknown-1541,8.33 ± 16.67,25.00 ± 50.00,12.50 ± 25.00,275.00 ± 427.20
Unknown-1543,8.00 ± 17.89,10.00 ± 22.36,8.89 ± 19.88,300.00 ± 234.52
Unknown-1544,0.00,0.00,0.00,100.00
Unknown-1545,39.29 ± 17.14,49.41 ± 21.43,43.31 ± 17.80,980.00 ± 342.05
Unknown-1546,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,260.00 ± 270.19
Unknown-1548,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,175.00 ± 150.00
Unknown-1552,6.67 ± 14.91,20.00 ± 44.72,10.00 ± 22.36,120.00 ± 44.72
Unknown-1553,11.67 ± 16.24,16.67 ± 23.57,13.71 ± 19.21,240.00 ± 230.22
Unknown-1554,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,250.00 ± 264.58
Unknown-1555,13.48 ± 21.76,23.81 ± 43.38,16.97 ± 28.88,680.00 ± 810.56
Unknown-1556,19.33 ± 34.67,21.43 ± 29.45,18.33 ± 29.11,340.00 ± 230.22
Unknown-1558,29.33 ± 19.21,46.00 ± 21.27,35.08 ± 20.20,520.00 ± 311.45
Unknown-1559,0.80 ± 1.79,0.80 ± 1.79,0.80 ± 1.79,1140.00 ± 1250.20
Unknown-1561,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,280.00 ± 327.11
Unknown-1562,10.00 ± 22.36,3.33 ± 7.45,5.00 ± 11.18,280.00 ± 294.96
Unknown-1563,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,380.00 ± 228.04
Unknown-1566,16.67 ± 28.87,8.33 ± 14.43,11.11 ± 19.25,233.33 ± 152.75
Unknown-1568,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,60.00 ± 54.77
Unknown-1571,13.24 ± 16.52,19.74 ± 21.79,15.05 ± 18.15,680.00 ± 476.45
Unknown-1572,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 81.65
Unknown-1573,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 173.21
Unknown-1575,4.00 ± 8.94,5.00 ± 11.18,4.44 ± 9.94,200.00 ± 187.08
Unknown-1577,6.86 ± 9.60,9.52 ± 14.68,7.33 ± 10.11,420.00 ± 192.35
Unknown-1578,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,125.00 ± 50.00
Unknown-1580,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,460.00 ± 336.15
Unknown-1581,19.02 ± 14.09,33.63 ± 22.72,23.69 ± 16.47,600.00 ± 454.61
Unknown-1582,25.40 ± 19.98,32.17 ± 15.90,27.55 ± 18.40,1960.00 ± 2354.36
Unknown-1583,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 115.47
Unknown-1584,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,125.00 ± 50.00
Unknown-1586,1.67 ± 3.73,3.64 ± 8.13,2.29 ± 5.11,780.00 ± 327.11
Unknown-1587,17.91 ± 6.15,35.85 ± 25.76,22.21 ± 8.50,1840.00 ± 1316.43
Unknown-1589,0.00,0.00,0.00,100.00
Unknown-1591,11.11 ± 19.25,16.67 ± 28.87,13.33 ± 23.09,166.67 ± 57.74
Unknown-1593,16.67 ± 23.57,15.00 ± 22.36,15.71 ± 22.81,380.00 ± 334.66
Unknown-1594,39.67 ± 28.49,36.67 ± 21.73,35.87 ± 21.75,500.00 ± 100.00
Unknown-1595,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,375.00 ± 556.03
Unknown-1596,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,325.00 ± 95.74
Unknown-1597,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,433.33 ± 251.66
Unknown-1598,12.67 ± 17.45,12.63 ± 16.09,12.57 ± 16.76,2000.00 ± 2566.13
Unknown-1599,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,400.00 ± 173.21
Unknown-1600,7.84 ± 14.48,7.50 ± 11.18,7.31 ± 12.38,620.00 ± 319.37
Unknown-1601,42.50 ± 32.60,37.00 ± 20.01,38.37 ± 24.54,1240.00 ± 853.23
Unknown-1602,10.29 ± 14.41,14.62 ± 22.16,11.22 ± 15.42,580.00 ± 511.86
Unknown-1604,1.43 ± 3.19,0.95 ± 2.13,1.14 ± 2.56,720.00 ± 807.47
Unknown-1605,0.00,0.00,0.00,100.00
Unknown-1606,22.93 ± 6.67,34.35 ± 14.93,25.59 ± 7.94,1900.00 ± 1183.22
Unknown-1607,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 141.42
Unknown-1608,16.50 ± 14.75,29.24 ± 19.83,20.41 ± 16.15,520.00 ± 286.36
Unknown-1609,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,380.00 ± 630.08
Unknown-1610,6.86 ± 9.60,15.00 ± 22.36,8.89 ± 12.17,400.00 ± 187.08
Unknown-1611,59.17 ± 38.23,48.04 ± 34.27,51.09 ± 34.17,1160.00 ± 702.14
Unknown-1612,5.00 ± 11.18,6.67 ± 14.91,5.71 ± 12.78,260.00 ± 167.33
Unknown-1613,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,260.00 ± 251.00
Unknown-1617,12.50 ± 17.68,24.57 ± 36.12,15.62 ± 21.40,480.00 ± 277.49
Unknown-1618,2.86 ± 6.39,2.86 ± 6.39,2.86 ± 6.39,540.00 ± 251.00
Unknown-1619,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 100.00
Unknown-1621,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,166.67 ± 115.47
Unknown-1622,25.00 ± 50.00,12.50 ± 25.00,16.67 ± 33.33,375.00 ± 275.38
Unknown-1623,1.82 ± 4.07,1.33 ± 2.98,1.54 ± 3.44,400.00 ± 624.50
Unknown-1625,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,625.00 ± 826.14
Unknown-1626,32.38 ± 23.67,46.00 ± 31.13,34.30 ± 19.41,420.00 ± 164.32
Unknown-1627,7.53 ± 12.40,16.67 ± 23.57,10.13 ± 15.92,380.00 ± 311.45
Unknown-1628,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,340.00 ± 240.83
Unknown-1629,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,160.00 ± 89.44
Unknown-1631,22.11 ± 17.11,23.88 ± 15.83,22.37 ± 15.55,1000.00 ± 570.09
Unknown-1632,4.97 ± 7.93,15.00 ± 22.36,7.44 ± 11.68,540.00 ± 260.77
Unknown-1633,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,220.00 ± 238.75
Unknown-1635,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-1638,12.38 ± 13.64,15.33 ± 16.60,13.02 ± 14.16,740.00 ± 618.87
Unknown-1639,50.83 ± 46.81,43.56 ± 32.06,46.05 ± 38.11,520.00 ± 460.43
Unknown-1640,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,260.00 ± 320.94
Unknown-1642,19.24 ± 19.35,37.00 ± 42.95,24.44 ± 25.03,200.00 ± 234.52
Unknown-1643,2.86 ± 6.39,2.00 ± 4.47,2.35 ± 5.26,600.00 ± 291.55
Unknown-1645,8.52 ± 8.17,21.00 ± 21.33,11.55 ± 10.60,1240.00 ± 887.69
Unknown-1647,16.63 ± 12.93,12.69 ± 7.63,13.54 ± 8.37,1000.00 ± 578.79
Unknown-1648,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,340.00 ± 320.94
Unknown-1649,2.50 ± 5.59,2.50 ± 5.59,2.50 ± 5.59,700.00 ± 435.89
Unknown-1650,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,140.00 ± 167.33
Unknown-1651,31.45 ± 23.10,33.55 ± 24.46,32.13 ± 23.05,1480.00 ± 1314.15
Unknown-1652,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,520.00 ± 286.36
Unknown-1653,8.33 ± 14.43,16.67 ± 28.87,11.11 ± 19.25,233.33 ± 152.75
Unknown-1654,3.33 ± 7.45,2.86 ± 6.39,3.08 ± 6.88,720.00 ± 192.35
Unknown-1655,33.38 ± 25.00,37.06 ± 24.32,33.58 ± 22.60,1640.00 ± 350.71
Unknown-1657,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,75.00 ± 50.00
Unknown-1658,18.61 ± 17.72,28.27 ± 26.50,22.32 ± 20.95,1240.00 ± 270.19
Unknown-1659,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,340.00 ± 270.19
Unknown-1660,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,240.00 ± 270.19
Unknown-1661,40.94 ± 45.81,32.83 ± 40.88,35.26 ± 41.53,960.00 ± 1141.49
Unknown-1662,22.12 ± 21.84,16.54 ± 17.25,18.34 ± 18.54,1300.00 ± 578.79
Unknown-1663,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,600.00 ± 367.42
Unknown-1665,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,360.00 ± 378.15
Unknown-1667,10.67 ± 15.35,24.00 ± 43.36,11.67 ± 16.24,240.00 ± 194.94
Unknown-1668,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,120.00 ± 130.38
Unknown-1669,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 100.00
Unknown-1670,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-1672,3.64 ± 8.13,5.71 ± 12.78,4.44 ± 9.94,420.00 ± 342.05
Unknown-1673,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,75.00 ± 50.00
Unknown-1674,38.33 ± 43.94,46.00 ± 45.61,35.88 ± 34.99,240.00 ± 167.33
Unknown-1675,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,60.00 ± 54.77
Unknown-1677,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,250.00 ± 100.00
Unknown-1678,2.86 ± 6.39,3.33 ± 7.45,3.08 ± 6.88,720.00 ± 540.37
Unknown-1679,14.99 ± 15.61,22.17 ± 20.37,17.20 ± 16.71,480.00 ± 204.94
Unknown-1682,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,240.00 ± 89.44
Unknown-1683,0.00,0.00,0.00,100.00
Unknown-1684,0.95 ± 2.13,6.67 ± 14.91,1.67 ± 3.73,540.00 ± 378.15
Unknown-1685,33.68 ± 19.46,39.14 ± 26.21,35.50 ± 20.82,1360.00 ± 1401.07
Unknown-1688,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,420.00 ± 349.28
Unknown-1689,15.00 ± 22.36,13.33 ± 18.26,13.71 ± 19.21,320.00 ± 109.54
Unknown-1690,20.00 ± 44.72,5.00 ± 11.18,8.00 ± 17.89,340.00 ± 230.22
Unknown-1691,25.12 ± 19.13,43.81 ± 36.64,28.23 ± 18.26,880.00 ± 756.31
Unknown-1692,20.83 ± 14.43,24.64 ± 20.71,22.22 ± 16.63,375.00 ± 275.38
Unknown-1693,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,360.00 ± 151.66
Unknown-1694,5.00 ± 11.18,10.00 ± 22.36,6.67 ± 14.91,360.00 ± 230.22
Unknown-1695,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 70.71
Unknown-1697,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,133.33 ± 115.47
Unknown-1698,16.67 ± 23.57,33.33 ± 47.14,22.22 ± 31.43,220.00 ± 83.67
Unknown-1699,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,300.00 ± 173.21
Unknown-1701,10.67 ± 15.35,15.71 ± 22.81,11.87 ± 16.27,520.00 ± 432.43
Unknown-1702,19.38 ± 28.52,25.55 ± 35.07,21.34 ± 29.81,3240.00 ± 4797.19
Unknown-1703,30.00 ± 47.61,33.33 ± 47.14,31.25 ± 47.32,125.00 ± 125.83
Unknown-1704,18.55 ± 12.17,30.00 ± 21.81,21.96 ± 13.58,1140.00 ± 320.94
Unknown-1705,12.00 ± 26.83,8.57 ± 19.17,10.00 ± 22.36,480.00 ± 363.32
Unknown-1706,5.88 ± 13.15,14.29 ± 31.94,8.33 ± 18.63,420.00 ± 370.14
Unknown-1708,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,250.00 ± 191.49
Unknown-1709,20.95 ± 19.81,18.95 ± 19.70,19.75 ± 19.53,840.00 ± 313.05
Unknown-1710,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,480.00 ± 370.14
Unknown-1711,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,400.00 ± 291.55
Unknown-1712,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-1713,18.71 ± 17.96,28.00 ± 25.88,22.22 ± 20.79,320.00 ± 164.32
Unknown-1714,0.71 ± 1.60,5.00 ± 11.18,1.25 ± 2.80,400.00 ± 158.11
Unknown-1716,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-1717,3.45 ± 7.71,5.88 ± 13.15,4.35 ± 9.72,920.00 ± 535.72
Unknown-1718,3.33 ± 7.45,5.00 ± 11.18,4.00 ± 8.94,440.00 ± 207.36
Unknown-1719,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-1720,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 173.21
Unknown-1721,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,725.00 ± 427.20
Unknown-1723,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,180.00 ± 130.38
Unknown-1725,40.48 ± 18.54,42.09 ± 11.41,40.47 ± 14.75,1140.00 ± 498.00
Unknown-1726,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,300.00 ± 100.00
Unknown-1727,1.82 ± 4.07,10.00 ± 22.36,3.08 ± 6.88,480.00 ± 637.97
Unknown-1728,22.38 ± 21.93,37.50 ± 41.46,27.66 ± 28.22,420.00 ± 249.00
Unknown-1729,10.00 ± 22.36,10.00 ± 22.36,10.00 ± 22.36,240.00 ± 151.66
Unknown-1730,53.33 ± 44.72,54.00 ± 45.61,53.00 ± 45.22,240.00 ± 207.36
Unknown-1731,16.94 ± 20.70,14.71 ± 13.77,14.05 ± 13.53,500.00 ± 273.86
Unknown-1732,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,125.00 ± 50.00
Unknown-1733,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
