Category,precision,recall,f1-score,support
Unknown-806,58.33 ± 11.79,83.33 ± 23.57,66.67 ± 0.00,350.00 ± 353.55
Unknown-810,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,166.67 ± 115.47
Unknown-823,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 173.21
Unknown-825,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 141.42
Unknown-832,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,133.33 ± 57.74
Unknown-835,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-836,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,120.00 ± 164.32
Unknown-837,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-838,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 173.21
Unknown-844,0.00,0.00,0.00,300.00
Unknown-848,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 70.71
Unknown-851,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,133.33 ± 57.74
Unknown-852,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-856,0.00,0.00,0.00,100.00
Unknown-857,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 57.74
Unknown-865,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,75.00 ± 95.74
Unknown-866,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,66.67 ± 57.74
Unknown-870,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,250.00 ± 70.71
Unknown-872,0.00,0.00,0.00,100.00
Unknown-874,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,25.00 ± 50.00
Unknown-884,8.33 ± 16.67,1.43 ± 2.86,2.44 ± 4.88,1800.00 ± 1160.46
Unknown-886,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,33.33 ± 57.74
Unknown-888,0.00,0.00,0.00,100.00
Unknown-891,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 70.71
Unknown-892,0.00,0.00,0.00,300.00
Unknown-894,0.00,0.00,0.00,100.00
Unknown-896,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,75.00 ± 95.74
Unknown-898,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 141.42
Unknown-902,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-907,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,375.00 ± 386.22
Unknown-917,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 57.74
Unknown-922,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,166.67 ± 208.17
Unknown-927,0.00,0.00,0.00,100.00
Unknown-928,0.00,0.00,0.00,100.00
Unknown-934,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-935,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,166.67 ± 57.74
Unknown-936,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-939,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-952,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-955,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 264.58
Unknown-959,0.00,0.00,0.00,100.00
Unknown-961,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-968,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,120.00 ± 216.79
Unknown-980,0.00,0.00,0.00,100.00
Unknown-987,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,66.67 ± 115.47
Unknown-992,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,33.33 ± 57.74
Unknown-999,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,240.00 ± 482.70
Unknown-1001,8.33 ± 14.43,33.33 ± 57.74,13.33 ± 23.09,200.00 ± 264.58
Unknown-1004,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 70.71
Unknown-1008,6.67 ± 14.91,8.00 ± 17.89,7.27 ± 16.26,420.00 ± 460.43
Unknown-1009,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-1026,0.00,0.00,0.00,100.00
Unknown-1040,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,66.67 ± 57.74
Unknown-1045,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-1046,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 173.21
Unknown-1048,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-1076,0.00,0.00,0.00,100.00
Unknown-1088,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 141.42
Unknown-1108,0.00,0.00,0.00,100.00
macro avg,10.24 ± 0.54,11.53 ± 1.06,10.05 ± 0.65,254180.00 ± 44.72
Unknown-15,8.33 ± 14.43,33.33 ± 57.74,13.33 ± 23.09,100.00 ± 0.00
Unknown-19,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,66.67 ± 57.74
Unknown-25,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-29,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,250.00 ± 129.10
Unknown-37,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,166.67 ± 288.68
Unknown-42,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,300.00 ± 282.84
Unknown-59,0.00,0.00,0.00,500.00
Unknown-88,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 0.00
Unknown-103,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-121,0.00,0.00,0.00,100.00
Unknown-135,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-139,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 141.42
Unknown-182,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,233.33 ± 230.94
Unknown-189,37.50 ± 47.87,50.00 ± 57.74,41.67 ± 50.00,75.00 ± 50.00
Unknown-195,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,133.33 ± 57.74
Unknown-203,0.00,0.00,0.00,100.00
Unknown-252,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,166.67 ± 57.74
Unknown-258,11.11 ± 19.25,8.33 ± 14.43,9.52 ± 16.50,166.67 ± 208.17
Unknown-261,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 212.13
Unknown-266,27.08 ± 35.60,16.96 ± 20.90,20.78 ± 26.23,350.00 ± 264.58
Unknown-272,33.33 ± 57.74,33.33 ± 57.74,33.33 ± 57.74,100.00 ± 0.00
Unknown-281,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,75.00 ± 95.74
Unknown-287,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,133.33 ± 57.74
Unknown-289,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 129.10
Unknown-291,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,650.00 ± 70.71
Unknown-294,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 100.00
Unknown-298,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-301,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 70.71
Unknown-316,0.00,0.00,0.00,400.00
Unknown-317,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-319,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,350.00 ± 353.55
Unknown-322,0.00,0.00,0.00,200.00
Unknown-336,50.00 ± 70.71,25.00 ± 35.36,33.33 ± 47.14,150.00 ± 70.71
Unknown-340,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,133.33 ± 57.74
Unknown-342,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,166.67 ± 115.47
Unknown-353,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 141.42
Unknown-355,0.00,0.00,0.00,200.00
Unknown-360,12.50 ± 17.68,33.33 ± 47.14,18.18 ± 25.71,300.00 ± 0.00
Unknown-370,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,800.00 ± 1073.93
Unknown-372,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-373,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,66.67 ± 57.74
Unknown-380,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,125.00 ± 50.00
Unknown-386,0.00,0.00,0.00,200.00
Unknown-387,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-393,33.33 ± 47.14,50.00 ± 57.74,37.50 ± 47.87,125.00 ± 95.74
Unknown-398,0.00,0.00,0.00,100.00
Unknown-409,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,66.67 ± 57.74
Unknown-432,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,133.33 ± 152.75
Unknown-443,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,2600.00 ± 3252.69
Unknown-454,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-459,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,133.33 ± 115.47
Unknown-474,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,225.00 ± 95.74
Unknown-490,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,66.67 ± 57.74
Unknown-499,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,66.67 ± 57.74
Unknown-515,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,366.67 ± 378.59
Unknown-522,0.00,0.00,0.00,100.00
Unknown-531,15.84 ± 18.46,25.00 ± 28.87,19.35 ± 22.42,625.00 ± 665.21
Unknown-533,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,166.67 ± 208.17
Unknown-549,0.00,0.00,0.00,100.00
Unknown-557,0.00,0.00,0.00,100.00
Unknown-558,0.00,0.00,0.00,100.00
Unknown-563,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 238.05
Unknown-568,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 0.00
Unknown-577,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,133.33 ± 230.94
Unknown-579,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,300.00 ± 424.26
Unknown-580,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 57.74
Unknown-581,54.34 ± 23.78,91.88 ± 9.87,65.35 ± 19.41,625.00 ± 670.20
Unknown-583,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 70.71
Unknown-587,0.00,0.00,0.00,100.00
Unknown-589,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 70.71
Unknown-592,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-595,0.00,0.00,0.00,100.00
Unknown-599,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,475.00 ± 818.03
Unknown-608,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,166.67 ± 57.74
Unknown-610,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,250.00 ± 212.13
Unknown-612,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 100.00
Unknown-616,0.00,0.00,0.00,100.00
Unknown-618,0.00,0.00,0.00,100.00
Unknown-621,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-623,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,133.33 ± 57.74
Unknown-631,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,133.33 ± 57.74
Unknown-632,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 141.42
Unknown-636,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-649,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,300.00 ± 282.84
Unknown-655,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 141.42
Unknown-656,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-674,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,400.00 ± 0.00
Unknown-679,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,433.33 ± 351.19
Unknown-691,0.00,0.00,0.00,100.00
Unknown-692,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 70.71
Unknown-695,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,333.33 ± 351.19
Unknown-696,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 100.00
Unknown-704,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,125.00 ± 95.74
Unknown-708,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,300.00 ± 469.04
Unknown-723,0.00,0.00,0.00,100.00
Unknown-725,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-731,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 81.65
Unknown-744,0.00,0.00,0.00,100.00
Unknown-751,0.00,0.00,0.00,100.00
Unknown-764,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,133.33 ± 57.74
Unknown-766,0.00,0.00,0.00,100.00
Unknown-774,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-781,0.00,0.00,0.00,100.00
Unknown-787,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,66.67 ± 57.74
Unknown-797,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,250.00 ± 212.13
Unknown-815,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,66.67 ± 57.74
Unknown-827,30.00 ± 47.61,50.00 ± 57.74,33.33 ± 47.14,75.00 ± 50.00
Unknown-846,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-855,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,33.33 ± 57.74
Unknown-863,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,133.33 ± 57.74
Unknown-871,0.00,0.00,0.00,100.00
Unknown-873,0.00,0.00,0.00,100.00
Unknown-879,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 70.71
Unknown-914,0.00,0.00,0.00,100.00
Unknown-919,0.00,0.00,0.00,100.00
Unknown-920,0.00,0.00,0.00,300.00
Unknown-930,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 141.42
Unknown-938,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,300.00 ± 282.84
Unknown-944,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-963,0.00,0.00,0.00,100.00
Unknown-967,0.00,0.00,0.00,100.00
Unknown-971,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,125.00 ± 95.74
Unknown-976,0.00,0.00,0.00,100.00
Unknown-990,0.00,0.00,0.00,100.00
Unknown-1015,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-1027,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 141.42
Unknown-1034,0.00,0.00,0.00,200.00
Unknown-1044,0.00,0.00,0.00,100.00
Unknown-1052,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 141.42
Unknown-1053,0.00,0.00,0.00,100.00
Unknown-1055,0.00,0.00,0.00,200.00
Unknown-1065,0.00,0.00,0.00,100.00
Unknown-1083,0.00,0.00,0.00,100.00
Unknown-1084,0.00,0.00,0.00,200.00
Unknown-1102,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-16,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 70.71
Unknown-66,0.00,0.00,0.00,100.00
Unknown-83,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 212.13
Unknown-114,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,66.67 ± 57.74
Unknown-150,0.00,0.00,0.00,100.00
Unknown-185,0.00,0.00,0.00,100.00
Unknown-200,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 70.71
Unknown-201,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,233.33 ± 152.75
Unknown-207,0.00,0.00,0.00,100.00
Unknown-217,0.00,0.00,0.00,100.00
Unknown-225,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,250.00 ± 70.71
Unknown-235,66.67 ± 57.74,66.67 ± 57.74,66.67 ± 57.74,133.33 ± 57.74
Unknown-246,0.00,0.00,0.00,100.00
Unknown-255,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 141.42
Unknown-256,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-265,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 100.00
Unknown-367,0.00,0.00,0.00,100.00
Unknown-467,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 141.42
Unknown-469,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,250.00 ± 212.13
Unknown-470,0.00,0.00,0.00,100.00
Unknown-479,16.67 ± 23.57,50.00 ± 70.71,25.00 ± 35.36,100.00 ± 0.00
Unknown-483,0.00,0.00,0.00,100.00
Unknown-498,100.00 ± 0.00,100.00 ± 0.00,100.00 ± 0.00,100.00 ± 0.00
Unknown-508,0.00,0.00,0.00,400.00
Unknown-518,0.00,0.00,0.00,100.00
Unknown-519,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-524,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-542,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 141.42
Unknown-546,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 100.00
Unknown-548,0.00,0.00,0.00,200.00
Unknown-552,0.00,0.00,0.00,100.00
Unknown-554,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-620,0.00,0.00,0.00,100.00
Unknown-624,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-629,0.00,0.00,0.00,200.00
Unknown-635,0.00,0.00,0.00,100.00
Unknown-652,44.44 ± 50.92,37.50 ± 54.49,39.39 ± 53.27,333.33 ± 404.15
Unknown-654,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 173.21
Unknown-677,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-687,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-719,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,450.00 ± 212.13
Unknown-721,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-729,0.00,0.00,0.00,200.00
Unknown-733,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 100.00
Unknown-735,0.00,0.00,0.00,100.00
Unknown-759,0.00,0.00,0.00,600.00
Unknown-760,0.00,0.00,0.00,100.00
Unknown-770,0.00,0.00,0.00,200.00
Unknown-779,0.00,0.00,0.00,100.00
Unknown-784,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 141.42
Unknown-796,0.00,0.00,0.00,100.00
Unknown-802,0.00,0.00,0.00,400.00
Unknown-822,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-824,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 141.42
Unknown-842,0.00,0.00,0.00,100.00
Unknown-858,0.00,0.00,0.00,100.00
Unknown-862,0.00,0.00,0.00,100.00
Unknown-875,0.00,0.00,0.00,300.00
Unknown-883,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,133.33 ± 152.75
Unknown-918,0.00,0.00,0.00,100.00
Unknown-921,0.00,0.00,0.00,100.00
