Category,precision,recall,f1-score,support
Community,31.19 ± 19.85,42.21 ± 26.44,35.79 ± 22.56,2760.00 ± 1397.50
Entertainment,14.89 ± 20.99,18.70 ± 25.63,16.37 ± 22.57,4160.00 ± 1502.66
Food,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,420.00 ± 605.81
Nightlife,15.86 ± 22.16,20.10 ± 27.69,17.47 ± 23.97,1540.00 ± 1293.45
Outdoors,4.00 ± 8.94,8.00 ± 17.89,5.33 ± 11.93,700.00 ± 353.55
Shopping,18.89 ± 25.94,17.31 ± 26.99,16.99 ± 24.14,1500.00 ± 1691.15
Travel,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,480.00 ± 148.32
None,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,280.00 ± 130.38
Unknown-8,34.83 ± 21.46,45.58 ± 27.68,38.06 ± 21.52,2460.00 ± 1509.30
Unknown-9,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,420.00 ± 178.89
Unknown-10,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,250.00 ± 191.49
Unknown-11,0.95 ± 2.13,4.00 ± 8.94,1.54 ± 3.44,660.00 ± 364.69
Unknown-12,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,500.00 ± 408.25
Unknown-13,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,340.00 ± 194.94
Unknown-14,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,640.00 ± 270.19
Unknown-15,22.40 ± 20.60,26.65 ± 24.59,24.31 ± 22.37,5160.00 ± 1137.10
Unknown-16,21.00 ± 20.89,28.51 ± 26.29,23.63 ± 22.29,3620.00 ± 947.10
Unknown-18,53.84 ± 7.11,55.08 ± 5.94,54.43 ± 6.42,9800.00 ± 2142.43
Unknown-19,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-20,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,250.00 ± 70.71
Unknown-22,56.46 ± 17.24,71.38 ± 7.51,61.44 ± 12.86,2380.00 ± 742.97
Unknown-24,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,325.00 ± 340.34
Unknown-25,43.05 ± 31.14,37.32 ± 26.19,39.87 ± 28.41,2820.00 ± 2558.71
Unknown-26,12.50 ± 25.00,10.00 ± 20.00,11.11 ± 22.22,500.00 ± 282.84
Unknown-28,89.94 ± 0.70,91.64 ± 0.40,90.78 ± 0.52,708180.00 ± 15898.80
Unknown-29,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,320.00 ± 249.00
Unknown-30,8.74 ± 17.55,16.00 ± 26.08,10.85 ± 20.94,620.00 ± 327.11
Unknown-31,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,240.00 ± 260.77
Unknown-32,17.52 ± 16.04,15.54 ± 15.03,16.31 ± 15.20,5420.00 ± 2291.72
Unknown-33,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,400.00 ± 339.12
Unknown-37,55.66 ± 13.13,55.59 ± 8.04,55.45 ± 10.23,10660.00 ± 5767.41
Unknown-38,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,140.00 ± 54.77
Unknown-39,4.17 ± 8.33,25.00 ± 50.00,7.14 ± 14.29,150.00 ± 100.00
Unknown-40,20.73 ± 19.42,19.86 ± 19.11,19.86 ± 18.55,3680.00 ± 1331.16
Unknown-41,27.51 ± 17.49,38.59 ± 28.05,31.25 ± 19.80,9600.00 ± 3506.42
Unknown-42,52.61 ± 29.58,34.56 ± 19.60,41.58 ± 23.31,21420.00 ± 2610.94
