Category,precision,recall,f1-score,support
Community,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,560.00 ± 260.77
Entertainment,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,2080.00 ± 1541.75
Food,8.51 ± 9.36,8.83 ± 10.12,8.56 ± 9.46,1260.00 ± 492.95
Nightlife,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,380.00 ± 228.04
Outdoors,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,820.00 ± 192.35
Shopping,2.78 ± 6.21,4.35 ± 9.72,3.39 ± 7.58,1480.00 ± 889.94
Travel,42.49 ± 7.77,45.15 ± 6.33,43.73 ± 6.94,13960.00 ± 2614.00
None,19.71 ± 18.38,18.15 ± 18.72,18.30 ± 17.77,1240.00 ± 867.76
Unknown-8,25.62 ± 11.86,29.05 ± 8.41,26.70 ± 10.18,1320.00 ± 597.49
Unknown-9,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,75.00 ± 95.74
Unknown-10,22.33 ± 25.64,25.67 ± 18.32,19.74 ± 21.62,400.00 ± 158.11
Unknown-11,44.19 ± 6.63,40.47 ± 9.25,41.84 ± 7.28,5920.00 ± 1879.36
Unknown-12,34.35 ± 7.83,35.42 ± 8.75,34.85 ± 8.21,10100.00 ± 1489.97
Unknown-13,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 129.10
Unknown-14,5.00 ± 10.00,8.33 ± 16.67,6.25 ± 12.50,175.00 ± 95.74
Unknown-15,4.00 ± 8.94,20.00 ± 44.72,6.67 ± 14.91,120.00 ± 83.67
Unknown-16,15.58 ± 14.28,14.37 ± 13.31,14.93 ± 13.76,2960.00 ± 983.87
Unknown-17,24.65 ± 42.54,28.33 ± 33.12,20.33 ± 27.57,480.00 ± 438.18
Unknown-18,35.77 ± 7.67,34.39 ± 12.15,34.84 ± 10.21,7880.00 ± 2435.57
