Category,precision,recall,f1-score,support
Community,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,560.00 ± 364.69
Entertainment,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,2080.00 ± 852.64
Food,9.73 ± 8.26,11.09 ± 6.83,9.95 ± 6.86,1260.00 ± 472.23
Nightlife,4.00 ± 8.94,2.50 ± 5.59,3.08 ± 6.88,380.00 ± 258.84
Outdoors,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,820.00 ± 204.94
Shopping,1.67 ± 3.73,2.00 ± 4.47,1.82 ± 4.07,1480.00 ± 454.97
Travel,42.99 ± 4.00,45.56 ± 3.37,44.23 ± 3.63,13960.00 ± 1833.85
None,21.93 ± 17.87,20.73 ± 15.28,18.64 ± 14.79,1240.00 ± 1234.10
Unknown-8,23.00 ± 15.63,23.90 ± 14.88,23.39 ± 15.19,1320.00 ± 576.19
Unknown-10,16.00 ± 20.74,19.05 ± 21.10,15.49 ± 16.55,400.00 ± 234.52
Unknown-11,40.24 ± 12.44,39.65 ± 8.02,39.54 ± 9.24,5920.00 ± 3046.64
Unknown-12,35.04 ± 8.72,36.21 ± 8.18,35.60 ± 8.43,10100.00 ± 1230.85
Unknown-13,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 57.74
Unknown-14,4.76 ± 8.25,11.11 ± 19.25,6.67 ± 11.55,233.33 ± 57.74
Unknown-15,20.00 ± 44.72,20.00 ± 44.72,20.00 ± 44.72,120.00 ± 44.72
Unknown-16,16.40 ± 12.82,14.53 ± 11.75,15.30 ± 12.03,2960.00 ± 776.53
Unknown-17,28.67 ± 42.14,20.71 ± 21.19,22.34 ± 27.83,480.00 ± 526.31
Unknown-18,36.29 ± 8.83,36.70 ± 9.77,36.33 ± 9.03,7880.00 ± 2174.17
Unknown-19,45.85 ± 11.35,45.80 ± 8.39,44.70 ± 5.89,2820.00 ± 1821.26
Unknown-20,73.79 ± 4.72,55.46 ± 6.74,63.26 ± 6.01,39240.00 ± 5094.90
Unknown-21,32.30 ± 20.39,32.47 ± 20.95,32.38 ± 20.66,12280.00 ± 6616.04
Unknown-22,39.77 ± 17.85,48.84 ± 14.08,42.84 ± 15.38,3300.00 ± 1750.71
Unknown-23,37.40 ± 2.32,38.55 ± 5.88,37.84 ± 3.73,4780.00 ± 1003.49
Unknown-25,30.97 ± 16.38,36.85 ± 20.00,33.45 ± 17.82,1920.00 ± 1082.59
Unknown-26,26.82 ± 24.23,26.13 ± 24.62,25.88 ± 22.91,1160.00 ± 716.24
Unknown-27,29.09 ± 18.55,33.71 ± 21.90,30.86 ± 19.64,960.00 ± 364.69
Unknown-28,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,175.00 ± 50.00
Unknown-29,47.91 ± 9.13,57.22 ± 16.88,49.92 ± 3.14,880.00 ± 258.84
Unknown-31,57.50 ± 43.49,70.00 ± 47.61,61.67 ± 43.33,225.00 ± 189.30
Unknown-32,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,66.67 ± 57.74
Unknown-33,4.44 ± 9.94,4.00 ± 8.94,4.21 ± 9.42,2340.00 ± 773.30
Unknown-35,26.52 ± 5.11,28.09 ± 4.68,27.02 ± 3.99,5300.00 ± 930.05
Unknown-36,40.58 ± 10.47,41.70 ± 11.38,41.10 ± 10.81,4820.00 ± 2256.55
Unknown-37,15.24 ± 15.58,12.78 ± 12.04,13.79 ± 13.48,840.00 ± 350.71
Unknown-38,53.56 ± 38.11,42.73 ± 27.28,46.03 ± 28.88,520.00 ± 356.37
Unknown-39,21.04 ± 7.79,24.67 ± 10.64,22.59 ± 8.86,1860.00 ± 304.96
Unknown-40,68.87 ± 3.82,82.61 ± 4.04,75.01 ± 2.52,2740.00 ± 207.36
Unknown-41,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,66.67 ± 57.74
Unknown-42,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,480.00 ± 408.66
Unknown-43,1.25 ± 2.80,0.95 ± 2.13,1.08 ± 2.42,1500.00 ± 441.59
Unknown-44,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,520.00 ± 178.89
Unknown-45,32.42 ± 8.38,36.28 ± 13.02,34.03 ± 10.22,2480.00 ± 1871.36
Unknown-46,11.11 ± 15.71,17.50 ± 23.63,10.80 ± 12.77,200.00 ± 216.02
Unknown-48,28.01 ± 19.81,23.89 ± 15.38,25.55 ± 17.14,4040.00 ± 2234.50
