Category,precision,recall,f1-score,support
Community,0.0000,0.0000,0.0000,5.0000
Entertainment,0.0000,0.0000,0.0000,13.0000
Food,0.0526,0.1000,0.0690,10.0000
Nightlife,0.0000,0.0000,0.0000,1.0000
Outdoors,0.0000,0.0000,0.0000,13.0000
Shopping,0.0000,0.0000,0.0000,11.0000
Travel,0.4713,0.5103,0.4901,145.0000
None,0.0000,0.0000,0.0000,3.0000
Unknown-8,0.0000,0.0000,0.0000,3.0000
Unknown-9,0.0000,0.0000,0.0000,0.0000
Unknown-10,0.0000,0.0000,0.0000,4.0000
Unknown-11,0.5000,0.4557,0.4768,79.0000
Unknown-12,0.3735,0.3924,0.3827,79.0000
Unknown-13,0.0000,0.0000,0.0000,0.0000
Unknown-14,0.0000,0.0000,0.0000,0.0000
Unknown-15,0.0000,0.0000,0.0000,2.0000
Unknown-16,0.0000,0.0000,0.0000,36.0000
Unknown-17,0.1406,0.7500,0.2368,12.0000
Unknown-18,0.2885,0.2419,0.2632,62.0000
Unknown-19,0.4167,0.4167,0.4167,24.0000
Unknown-20,0.7198,0.5226,0.6056,354.0000
Unknown-21,0.5882,0.5650,0.5764,177.0000
Unknown-22,0.0000,0.0000,0.0000,52.0000
Unknown-23,0.4000,0.3889,0.3944,36.0000
Unknown-25,0.2857,0.2609,0.2727,23.0000
Unknown-26,0.4615,0.4000,0.4286,15.0000
Unknown-27,0.5333,0.4706,0.5000,17.0000
Unknown-28,0.0000,0.0000,0.0000,3.0000
Unknown-29,0.4444,0.4000,0.4211,10.0000
Unknown-31,0.5000,1.0000,0.6667,1.0000
Unknown-32,0.0000,0.0000,0.0000,1.0000
Unknown-33,0.0000,0.0000,0.0000,10.0000
Unknown-35,0.2000,0.2647,0.2278,34.0000
Unknown-36,0.3519,0.4750,0.4043,40.0000
Unknown-37,0.1250,0.2000,0.1538,5.0000
Unknown-38,0.4000,0.3333,0.3636,6.0000
Unknown-39,0.0000,0.0000,0.0000,6.0000
Unknown-40,0.0000,0.0000,0.0000,36.0000
Unknown-41,0.0000,0.0000,0.0000,1.0000
Unknown-42,0.0000,0.0000,0.0000,3.0000
Unknown-43,0.0000,0.0000,0.0000,21.0000
Unknown-44,0.0000,0.0000,0.0000,5.0000
Unknown-45,0.2857,0.3077,0.2963,13.0000
Unknown-46,0.1667,1.0000,0.2857,1.0000
Unknown-48,0.2000,0.1429,0.1667,28.0000
Unknown-49,0.0000,0.0000,0.0000,45.0000
Unknown-50,0.3750,0.4138,0.3934,58.0000
Unknown-51,0.0000,0.0000,0.0000,1.0000
Unknown-53,0.0000,0.0000,0.0000,4.0000
Unknown-55,0.0000,0.0000,0.0000,1.0000
Unknown-56,0.0000,0.0000,0.0000,6.0000
Unknown-57,0.0000,0.0000,0.0000,22.0000
Unknown-58,0.7273,0.7273,0.7273,11.0000
Unknown-59,0.1379,0.1600,0.1481,25.0000
Unknown-60,0.0000,0.0000,0.0000,0.0000
Unknown-61,0.7083,0.4857,0.5763,35.0000
Unknown-62,0.0000,0.0000,0.0000,7.0000
Unknown-63,0.2000,0.2000,0.2000,5.0000
Unknown-65,0.0000,0.0000,0.0000,5.0000
Unknown-66,1.0000,1.0000,1.0000,3.0000
Unknown-68,0.0000,0.0000,0.0000,3.0000
Unknown-69,0.0000,0.0000,0.0000,7.0000
Unknown-70,0.0000,0.0000,0.0000,4.0000
Unknown-73,0.1579,0.1429,0.1500,21.0000
Unknown-74,0.0000,0.0000,0.0000,9.0000
Unknown-75,0.0000,0.0000,0.0000,1.0000
Unknown-77,0.0000,0.0000,0.0000,0.0000
Unknown-78,0.0000,0.0000,0.0000,5.0000
Unknown-79,0.0000,0.0000,0.0000,7.0000
Unknown-81,0.0000,0.0000,0.0000,16.0000
Unknown-82,0.5000,0.4000,0.4444,20.0000
Unknown-83,0.1000,0.1538,0.1212,13.0000
Unknown-84,0.1429,0.1250,0.1333,8.0000
Unknown-85,0.6667,0.2222,0.3333,9.0000
