Category,precision,recall,f1-score,support
Community,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,940.00 ± 288.10
Entertainment,9.45 ± 9.48,10.56 ± 10.83,9.83 ± 9.94,2420.00 ± 990.96
Food,49.67 ± 9.48,32.16 ± 11.93,38.38 ± 10.37,3360.00 ± 472.23
Nightlife,34.24 ± 22.30,30.35 ± 14.59,31.84 ± 17.68,1780.00 ± 630.08
Outdoors,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,360.00 ± 260.77
Shopping,26.15 ± 43.38,13.33 ± 18.26,16.40 ± 23.34,520.00 ± 414.73
Travel,31.19 ± 22.41,33.47 ± 17.82,31.73 ± 20.54,4000.00 ± 3322.65
None,43.39 ± 17.78,52.88 ± 16.72,46.53 ± 16.12,1160.00 ± 403.73
Unknown-8,59.70 ± 20.93,66.50 ± 17.97,61.79 ± 15.96,1980.00 ± 909.40
Unknown-9,32.16 ± 15.58,30.62 ± 12.55,30.98 ± 13.15,2280.00 ± 1437.71
Unknown-10,43.25 ± 26.06,48.45 ± 24.82,45.39 ± 25.22,1900.00 ± 2055.48
Unknown-11,44.51 ± 4.82,46.10 ± 6.64,45.19 ± 5.22,5240.00 ± 1594.68
Unknown-12,7.57 ± 4.45,10.35 ± 8.01,8.51 ± 5.43,1160.00 ± 378.15
Unknown-13,42.08 ± 9.66,43.69 ± 8.57,42.79 ± 8.92,4720.00 ± 1360.88
Unknown-14,2.50 ± 5.59,4.00 ± 8.94,3.08 ± 6.88,320.00 ± 164.32
Unknown-16,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 70.71
Unknown-17,41.33 ± 16.70,44.90 ± 18.41,42.83 ± 17.52,4700.00 ± 3476.35
Unknown-18,24.44 ± 14.72,27.91 ± 16.38,25.79 ± 14.92,2480.00 ± 1319.85
Unknown-20,35.76 ± 7.73,35.89 ± 10.33,35.75 ± 8.98,5840.00 ± 1489.30
Unknown-21,66.67 ± 57.74,50.00 ± 50.00,55.56 ± 50.92,133.33 ± 57.74
Unknown-24,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 100.00
Unknown-25,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-26,6.67 ± 14.91,6.67 ± 14.91,6.67 ± 14.91,280.00 ± 44.72
Unknown-27,16.50 ± 14.96,16.22 ± 12.21,16.24 ± 13.41,640.00 ± 151.66
Unknown-28,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,300.00 ± 300.00
Unknown-29,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,333.33 ± 208.17
Unknown-30,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,380.00 ± 228.04
Unknown-31,32.02 ± 11.06,32.35 ± 12.50,32.11 ± 11.77,3580.00 ± 1444.65
Unknown-32,53.33 ± 38.01,44.17 ± 27.58,47.06 ± 29.61,320.00 ± 294.96
Unknown-33,39.26 ± 35.19,42.39 ± 34.79,40.56 ± 34.95,3660.00 ± 5232.88
Unknown-34,27.14 ± 15.89,27.19 ± 16.27,27.07 ± 16.00,1160.00 ± 466.90
Unknown-35,56.00 ± 45.61,36.50 ± 28.59,43.71 ± 34.53,440.00 ± 251.00
Unknown-36,25.05 ± 21.86,19.88 ± 16.89,21.63 ± 18.74,1540.00 ± 684.11
Unknown-38,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,160.00 ± 89.44
Unknown-39,19.67 ± 18.72,17.33 ± 16.73,18.38 ± 17.59,520.00 ± 258.84
Unknown-41,20.66 ± 13.44,22.81 ± 17.33,21.41 ± 14.89,2060.00 ± 773.30
Unknown-42,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 264.58
Unknown-43,33.20 ± 7.36,44.58 ± 7.72,37.74 ± 6.87,1500.00 ± 324.04
Unknown-44,12.02 ± 13.71,10.86 ± 11.16,11.27 ± 12.07,1280.00 ± 516.72
Unknown-46,34.94 ± 11.23,35.83 ± 9.92,35.28 ± 10.33,5440.00 ± 1287.63
Unknown-47,1.00 ± 2.24,1.67 ± 3.73,1.25 ± 2.80,540.00 ± 433.59
Unknown-48,26.50 ± 31.30,45.00 ± 44.72,30.24 ± 31.63,220.00 ± 268.33
Unknown-49,37.59 ± 13.35,45.10 ± 13.83,39.20 ± 8.87,1140.00 ± 912.69
Unknown-50,27.33 ± 10.38,23.79 ± 16.41,23.73 ± 12.89,780.00 ± 277.49
Unknown-51,11.24 ± 7.15,19.70 ± 15.01,13.00 ± 7.80,1340.00 ± 669.33
Unknown-52,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,320.00 ± 554.08
Unknown-53,20.71 ± 14.65,16.79 ± 12.54,18.29 ± 13.18,1140.00 ± 251.00
Unknown-55,28.53 ± 12.70,19.20 ± 10.48,22.55 ± 11.98,2220.00 ± 653.45
Unknown-56,10.86 ± 4.35,27.05 ± 12.44,15.48 ± 6.44,1080.00 ± 130.38
Unknown-57,29.26 ± 12.85,28.40 ± 13.67,28.68 ± 13.00,2680.00 ± 960.21
Unknown-58,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,350.00 ± 353.55
Unknown-60,27.50 ± 14.14,28.80 ± 15.67,27.52 ± 13.50,1840.00 ± 618.87
Unknown-61,7.44 ± 14.57,7.50 ± 11.18,4.97 ± 7.93,480.00 ± 311.45
Unknown-62,12.93 ± 12.70,14.14 ± 15.85,13.34 ± 13.85,1060.00 ± 716.24
Unknown-63,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 57.74
Unknown-64,23.76 ± 27.70,29.43 ± 34.16,26.29 ± 30.58,800.00 ± 875.60
Unknown-65,25.78 ± 28.35,21.21 ± 23.57,23.15 ± 25.62,860.00 ± 384.71
Unknown-67,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,580.00 ± 408.66
Unknown-68,16.67 ± 23.57,27.27 ± 48.67,19.61 ± 31.86,425.00 ± 499.17
Unknown-69,31.16 ± 15.26,35.93 ± 19.45,33.08 ± 16.56,1840.00 ± 1018.82
Unknown-70,29.50 ± 7.12,27.78 ± 3.37,28.44 ± 4.79,2300.00 ± 533.85
Unknown-72,7.50 ± 11.18,6.71 ± 9.25,6.77 ± 9.39,1640.00 ± 598.33
Unknown-74,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,275.00 ± 95.74
Unknown-75,4.35 ± 9.72,4.17 ± 9.32,4.26 ± 9.52,1080.00 ± 772.66
Unknown-76,24.44 ± 30.64,26.57 ± 24.53,23.29 ± 23.40,580.00 ± 511.86
Unknown-77,14.44 ± 22.08,13.71 ± 19.21,13.89 ± 20.22,640.00 ± 397.49
Unknown-78,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,180.00 ± 178.89
Unknown-79,31.86 ± 13.07,33.21 ± 11.54,32.39 ± 12.17,3800.00 ± 2188.61
Unknown-80,51.73 ± 11.08,54.25 ± 14.10,52.76 ± 12.07,2820.00 ± 2365.80
Unknown-81,38.00 ± 21.46,47.16 ± 17.48,41.66 ± 19.86,1460.00 ± 820.37
Unknown-82,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,640.00 ± 288.10
Unknown-83,50.00 ± 50.00,66.67 ± 57.74,55.56 ± 50.92,100.00 ± 0.00
Unknown-84,20.65 ± 16.77,19.88 ± 14.30,18.21 ± 14.34,1280.00 ± 816.70
Unknown-85,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,175.00 ± 236.29
Unknown-86,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,60.00 ± 89.44
Unknown-87,12.00 ± 17.89,26.67 ± 43.46,13.94 ± 19.12,340.00 ± 288.10
Unknown-88,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 57.74
Unknown-89,10.83 ± 10.87,12.67 ± 16.73,11.23 ± 12.94,720.00 ± 486.83
Unknown-90,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,125.00 ± 50.00
Unknown-91,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 270.80
Unknown-92,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 81.65
Unknown-93,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,66.67 ± 57.74
Unknown-94,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,250.00 ± 378.59
Unknown-95,23.28 ± 15.67,24.83 ± 19.11,22.55 ± 16.10,1260.00 ± 1289.57
Unknown-96,24.23 ± 17.38,24.90 ± 17.08,24.30 ± 16.90,640.00 ± 421.90
Unknown-97,9.90 ± 9.33,12.32 ± 12.61,10.82 ± 10.66,960.00 ± 444.97
Unknown-98,28.57 ± 19.72,45.64 ± 38.79,34.37 ± 25.64,600.00 ± 324.04
Unknown-99,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,425.00 ± 585.23
Unknown-100,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,320.00 ± 178.89
Unknown-102,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,400.00 ± 355.90
Unknown-104,40.00 ± 54.77,40.00 ± 54.77,40.00 ± 54.77,180.00 ± 83.67
Unknown-105,50.91 ± 13.16,49.70 ± 11.25,49.73 ± 9.70,1660.00 ± 550.45
Unknown-106,34.05 ± 41.10,19.17 ± 18.07,21.89 ± 20.17,780.00 ± 722.50
Unknown-107,15.04 ± 10.92,20.87 ± 17.32,17.19 ± 12.95,740.00 ± 320.94
Unknown-109,21.94 ± 20.17,24.25 ± 24.41,22.75 ± 21.51,940.00 ± 433.59
Unknown-110,26.67 ± 43.46,20.00 ± 27.39,21.33 ± 30.70,300.00 ± 173.21
Unknown-111,21.90 ± 21.21,12.21 ± 11.52,15.65 ± 14.88,1440.00 ± 572.71
Unknown-112,5.00 ± 10.00,12.50 ± 25.00,7.14 ± 14.29,150.00 ± 57.74
Unknown-113,16.67 ± 23.57,10.67 ± 15.35,12.38 ± 17.04,240.00 ± 167.33
Unknown-115,10.00 ± 14.91,8.33 ± 11.79,9.05 ± 13.08,320.00 ± 192.35
Unknown-116,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,333.33 ± 493.29
Unknown-117,43.27 ± 35.92,31.67 ± 20.75,32.58 ± 18.45,440.00 ± 296.65
Unknown-118,41.67 ± 31.91,49.17 ± 35.00,44.85 ± 33.11,250.00 ± 208.17
Unknown-119,19.40 ± 20.24,23.50 ± 25.71,20.87 ± 21.70,500.00 ± 187.08
Unknown-120,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,960.00 ± 439.32
Unknown-123,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-126,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,133.33 ± 57.74
Unknown-127,5.85 ± 13.09,5.71 ± 12.78,5.78 ± 12.93,3040.00 ± 3069.69
Unknown-128,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 200.00
Unknown-129,26.95 ± 41.26,47.33 ± 39.19,18.17 ± 12.41,320.00 ± 109.54
Unknown-130,13.24 ± 18.28,18.73 ± 23.50,15.43 ± 20.52,780.00 ± 294.96
Unknown-131,18.69 ± 13.84,14.95 ± 12.73,14.74 ± 10.19,860.00 ± 559.46
Unknown-132,24.71 ± 17.94,30.00 ± 18.26,26.87 ± 17.88,380.00 ± 204.94
Unknown-133,39.53 ± 24.19,49.58 ± 32.49,42.23 ± 24.35,1300.00 ± 721.11
Unknown-134,36.85 ± 12.39,38.51 ± 7.89,36.78 ± 7.64,1060.00 ± 602.49
Unknown-136,15.00 ± 14.91,16.03 ± 16.57,15.48 ± 15.66,1780.00 ± 432.43
Unknown-137,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,120.00 ± 44.72
Unknown-138,8.82 ± 9.60,35.26 ± 41.76,13.14 ± 14.35,480.00 ± 794.98
Unknown-139,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 115.47
Unknown-140,18.06 ± 12.79,25.97 ± 18.04,20.98 ± 14.56,780.00 ± 653.45
Unknown-141,33.33 ± 47.14,33.33 ± 47.14,33.33 ± 47.14,125.00 ± 125.83
Unknown-142,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,180.00 ± 83.67
Unknown-143,2.50 ± 5.59,4.44 ± 9.94,3.20 ± 7.16,320.00 ± 342.05
Unknown-145,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,66.67 ± 57.74
Unknown-147,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,260.00 ± 270.19
Unknown-148,21.84 ± 15.22,21.51 ± 15.25,21.41 ± 14.65,3100.00 ± 1727.72
Unknown-149,27.28 ± 18.30,28.64 ± 16.89,27.73 ± 17.30,1040.00 ± 669.33
Unknown-152,15.33 ± 16.40,11.83 ± 11.21,13.08 ± 13.07,2740.00 ± 2204.09
Unknown-153,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,475.00 ± 359.40
Unknown-154,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 141.42
Unknown-155,33.32 ± 22.43,47.00 ± 29.69,37.26 ± 21.83,980.00 ± 593.30
Unknown-156,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,233.33 ± 208.17
Unknown-157,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,320.00 ± 496.99
Unknown-158,24.02 ± 14.81,18.42 ± 12.03,20.47 ± 12.56,1280.00 ± 1008.46
Unknown-160,7.25 ± 12.37,11.25 ± 21.83,8.65 ± 15.78,1560.00 ± 472.23
