Category,precision,recall,f1-score,support
Community,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,940.00 ± 288.10
Entertainment,12.78 ± 8.01,21.33 ± 14.60,15.55 ± 9.43,2420.00 ± 990.96
Food,49.67 ± 9.48,32.16 ± 11.93,38.38 ± 10.37,3360.00 ± 472.23
Nightlife,33.22 ± 21.89,30.35 ± 14.59,31.34 ± 17.37,1780.00 ± 630.08
Outdoors,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,360.00 ± 260.77
Shopping,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,520.00 ± 414.73
Travel,29.20 ± 22.03,33.47 ± 17.82,30.51 ± 20.50,4000.00 ± 3322.65
None,43.39 ± 17.78,52.88 ± 16.72,46.53 ± 16.12,1160.00 ± 403.73
Unknown-8,59.70 ± 20.93,66.50 ± 17.97,61.79 ± 15.96,1980.00 ± 909.40
Unknown-9,29.34 ± 12.51,31.14 ± 12.79,30.13 ± 12.49,2280.00 ± 1437.71
Unknown-10,43.25 ± 26.06,48.45 ± 24.82,45.39 ± 25.22,1900.00 ± 2055.48
Unknown-11,44.33 ± 4.49,46.77 ± 7.28,45.38 ± 5.11,5240.00 ± 1594.68
Unknown-12,5.43 ± 5.09,6.06 ± 6.10,5.65 ± 5.39,1160.00 ± 378.15
Unknown-13,40.22 ± 11.66,45.27 ± 7.39,42.28 ± 9.44,4720.00 ± 1360.88
Unknown-14,2.50 ± 5.59,4.00 ± 8.94,3.08 ± 6.88,320.00 ± 164.32
Unknown-16,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 70.71
Unknown-17,41.52 ± 16.72,44.90 ± 18.41,42.94 ± 17.55,4700.00 ± 3476.35
Unknown-18,25.90 ± 11.04,34.11 ± 10.75,29.16 ± 10.86,2480.00 ± 1319.85
Unknown-20,34.42 ± 8.58,37.66 ± 10.63,35.64 ± 9.01,5840.00 ± 1489.30
Unknown-21,66.67 ± 57.74,50.00 ± 50.00,55.56 ± 50.92,133.33 ± 57.74
Unknown-24,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 100.00
Unknown-25,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-26,6.67 ± 14.91,6.67 ± 14.91,6.67 ± 14.91,280.00 ± 44.72
Unknown-27,15.36 ± 14.84,16.22 ± 12.21,15.53 ± 13.23,640.00 ± 151.66
Unknown-28,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,300.00 ± 300.00
Unknown-29,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,333.33 ± 208.17
Unknown-30,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,380.00 ± 228.04
Unknown-31,28.41 ± 10.33,32.35 ± 12.50,30.17 ± 11.14,3580.00 ± 1444.65
Unknown-32,53.33 ± 38.01,44.17 ± 27.58,47.06 ± 29.61,320.00 ± 294.96
Unknown-33,35.59 ± 38.81,42.85 ± 35.26,37.20 ± 38.71,3660.00 ± 5232.88
Unknown-34,27.14 ± 15.89,27.19 ± 16.27,27.07 ± 16.00,1160.00 ± 466.90
Unknown-35,56.00 ± 45.61,36.50 ± 28.59,43.71 ± 34.53,440.00 ± 251.00
Unknown-36,34.46 ± 15.75,38.66 ± 13.91,35.44 ± 12.14,1540.00 ± 684.11
Unknown-38,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,160.00 ± 89.44
Unknown-39,19.67 ± 18.72,17.33 ± 16.73,18.38 ± 17.59,520.00 ± 258.84
Unknown-41,19.67 ± 13.50,22.81 ± 17.33,20.91 ± 14.81,2060.00 ± 773.30
Unknown-42,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 264.58
Unknown-43,33.20 ± 7.36,44.58 ± 7.72,37.74 ± 6.87,1500.00 ± 324.04
Unknown-44,14.97 ± 10.01,15.86 ± 10.97,15.33 ± 10.38,1280.00 ± 516.72
