Category,precision,recall,f1-score,support
Community,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,560.00 ± 270.19
Entertainment,0.52 ± 1.16,1.08 ± 2.42,0.70 ± 1.57,2080.00 ± 1613.07
Food,4.52 ± 6.54,3.90 ± 5.35,4.10 ± 5.68,1260.00 ± 610.74
Nightlife,4.00 ± 8.94,2.50 ± 5.59,3.08 ± 6.88,380.00 ± 277.49
Outdoors,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,820.00 ± 228.04
Shopping,9.30 ± 9.05,9.98 ± 10.66,9.57 ± 9.72,1480.00 ± 554.08
Travel,42.32 ± 8.89,45.23 ± 8.63,43.64 ± 8.49,13960.00 ± 3205.15
None,20.95 ± 19.81,20.09 ± 22.79,19.81 ± 20.80,1240.00 ± 1035.86
Unknown-8,26.97 ± 6.08,30.13 ± 3.92,28.23 ± 4.26,1320.00 ± 601.66
Unknown-9,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 100.00
Unknown-10,12.44 ± 18.16,16.97 ± 28.88,14.00 ± 21.91,400.00 ± 393.70
Unknown-11,40.72 ± 9.80,39.42 ± 10.72,40.04 ± 10.25,5920.00 ± 2772.54
Unknown-12,26.85 ± 16.35,26.91 ± 15.66,26.77 ± 15.79,10100.00 ± 1610.90
Unknown-13,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 129.10
Unknown-14,3.33 ± 7.45,5.00 ± 11.18,4.00 ± 8.94,140.00 ± 167.33
Unknown-15,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,120.00 ± 164.32
Unknown-16,19.45 ± 10.37,18.32 ± 11.91,18.78 ± 11.10,2960.00 ± 450.56
Unknown-17,19.49 ± 22.61,20.67 ± 21.65,19.81 ± 22.09,480.00 ± 420.71
Unknown-18,28.17 ± 18.57,27.11 ± 17.36,27.58 ± 17.89,7880.00 ± 1606.86
Unknown-19,47.60 ± 17.65,42.46 ± 13.60,43.84 ± 13.80,2820.00 ± 952.37
Unknown-20,73.95 ± 4.83,55.57 ± 5.33,63.43 ± 5.15,39240.00 ± 4754.26
Unknown-21,31.11 ± 20.45,32.11 ± 22.97,31.48 ± 21.60,12280.00 ± 6367.65
Unknown-22,34.95 ± 15.73,45.13 ± 17.11,38.67 ± 15.87,3300.00 ± 1911.81
Unknown-23,29.55 ± 16.84,29.51 ± 17.84,29.38 ± 17.00,4780.00 ± 775.89
Unknown-25,37.28 ± 9.24,46.76 ± 18.70,40.90 ± 12.30,1920.00 ± 729.38
Unknown-26,24.88 ± 19.42,24.92 ± 21.03,24.79 ± 20.07,1160.00 ± 522.49
Unknown-27,31.87 ± 18.77,32.73 ± 19.55,31.54 ± 17.79,960.00 ± 477.49
Unknown-28,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,140.00 ± 134.16
Unknown-29,45.27 ± 12.14,53.96 ± 20.49,48.23 ± 14.12,880.00 ± 216.79
Unknown-31,45.00 ± 44.72,41.67 ± 44.88,43.00 ± 44.67,180.00 ± 178.89
Unknown-32,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 141.42
Unknown-33,17.75 ± 15.57,17.43 ± 12.33,17.15 ± 13.24,2340.00 ± 1277.89
Unknown-34,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,266.67 ± 208.17
Unknown-35,20.49 ± 12.47,21.26 ± 13.44,20.85 ± 12.93,5300.00 ± 2222.61
Unknown-36,43.22 ± 10.01,44.91 ± 12.45,43.56 ± 9.90,4820.00 ± 1911.02
Unknown-37,9.71 ± 13.64,16.19 ± 28.89,11.33 ± 17.58,840.00 ± 397.49
Unknown-38,34.79 ± 28.91,51.00 ± 39.12,39.18 ± 28.49,520.00 ± 327.11
Unknown-39,10.95 ± 10.44,10.90 ± 10.38,10.76 ± 10.04,1860.00 ± 1013.90
Unknown-40,51.61 ± 30.65,62.00 ± 35.68,56.28 ± 32.92,2740.00 ± 502.99
Unknown-41,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,40.00 ± 54.77
Unknown-42,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,480.00 ± 476.45
Unknown-43,2.86 ± 3.91,2.78 ± 3.93,2.79 ± 3.85,1500.00 ± 430.12
Unknown-44,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,520.00 ± 178.89
Unknown-45,32.03 ± 7.89,34.49 ± 8.99,33.15 ± 8.35,2480.00 ± 1729.74
Unknown-46,14.77 ± 23.87,17.50 ± 23.63,10.99 ± 13.78,200.00 ± 216.02
Unknown-48,31.78 ± 19.24,27.10 ± 16.52,29.16 ± 17.57,4040.00 ± 2184.72
Unknown-49,19.29 ± 9.83,18.10 ± 7.54,18.52 ± 8.20,3280.00 ± 601.66
Unknown-50,44.25 ± 14.59,51.14 ± 9.55,47.18 ± 12.19,7340.00 ± 4936.40
Unknown-51,21.67 ± 21.73,34.67 ± 40.93,23.56 ± 21.86,240.00 ± 194.94
Unknown-53,6.72 ± 6.87,30.00 ± 41.23,10.67 ± 11.40,460.00 ± 328.63
Unknown-56,27.24 ± 10.27,19.04 ± 9.80,21.42 ± 8.04,1400.00 ± 604.15
Unknown-57,12.45 ± 12.29,15.21 ± 15.18,13.69 ± 13.57,2660.00 ± 1289.57
Unknown-58,30.04 ± 21.38,29.49 ± 14.62,28.96 ± 17.67,1320.00 ± 502.00
Unknown-59,29.63 ± 15.68,33.90 ± 14.27,31.49 ± 15.14,2020.00 ± 1173.46
Unknown-60,43.33 ± 38.37,27.27 ± 18.39,32.42 ± 24.86,440.00 ± 391.15
Unknown-61,45.42 ± 22.16,44.33 ± 16.72,44.66 ± 19.31,2920.00 ± 1606.86
Unknown-62,19.33 ± 7.37,23.40 ± 5.70,20.70 ± 6.54,1480.00 ± 1754.14
Unknown-63,23.54 ± 17.17,29.58 ± 18.19,24.67 ± 14.83,720.00 ± 535.72
Unknown-64,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,350.00 ± 378.59
Unknown-65,4.74 ± 8.68,9.00 ± 12.45,5.69 ± 9.63,360.00 ± 260.77
Unknown-66,55.83 ± 36.28,58.00 ± 33.80,56.31 ± 33.81,380.00 ± 238.75
Unknown-68,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,175.00 ± 125.83
Unknown-69,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,540.00 ± 260.77
Unknown-70,7.15 ± 14.67,9.71 ± 13.64,7.02 ± 13.41,420.00 ± 311.45
Unknown-72,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-73,17.08 ± 10.31,28.80 ± 19.24,20.29 ± 11.78,1700.00 ± 1166.19
Unknown-74,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,380.00 ± 238.75
Unknown-75,5.17 ± 7.08,7.86 ± 11.41,6.14 ± 8.54,480.00 ± 286.36
Unknown-76,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 141.42
Unknown-77,4.00 ± 8.94,10.00 ± 22.36,5.71 ± 12.78,100.00 ± 100.00
Unknown-78,5.00 ± 11.18,10.00 ± 22.36,6.67 ± 14.91,180.00 ± 148.32
Unknown-79,14.36 ± 19.88,10.00 ± 14.91,11.22 ± 15.69,880.00 ± 810.56
Unknown-81,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,1220.00 ± 327.11
Unknown-82,58.59 ± 14.49,41.80 ± 4.45,48.29 ± 6.62,2920.00 ± 526.31
Unknown-83,30.86 ± 14.88,24.74 ± 5.76,26.91 ± 9.75,1500.00 ± 994.99
Unknown-84,8.81 ± 9.28,8.27 ± 10.41,8.41 ± 9.71,1160.00 ± 433.59
Unknown-85,27.00 ± 18.94,25.67 ± 16.60,25.62 ± 17.03,1380.00 ± 637.97
Unknown-86,22.51 ± 20.40,21.11 ± 14.53,21.27 ± 16.21,1400.00 ± 418.33
Unknown-87,27.87 ± 6.50,22.87 ± 9.32,24.82 ± 7.92,2180.00 ± 676.02
Unknown-88,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 141.42
Unknown-89,46.58 ± 12.95,49.29 ± 7.54,47.64 ± 10.17,4340.00 ± 2062.28
Unknown-90,34.73 ± 15.84,45.24 ± 21.88,39.08 ± 17.88,1660.00 ± 804.98
Unknown-91,10.67 ± 15.35,10.71 ± 14.73,10.60 ± 14.82,500.00 ± 254.95
Unknown-92,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,240.00 ± 114.02
Unknown-93,11.65 ± 11.18,11.18 ± 10.33,11.14 ± 10.24,1320.00 ± 327.11
Unknown-94,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,300.00 ± 244.95
Unknown-95,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,175.00 ± 287.23
Unknown-96,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 141.42
Unknown-97,16.00 ± 15.35,10.56 ± 10.83,12.13 ± 11.60,1680.00 ± 506.95
Unknown-98,9.00 ± 12.45,8.33 ± 11.79,8.44 ± 11.59,700.00 ± 367.42
Unknown-99,20.00 ± 14.14,21.71 ± 14.65,20.71 ± 14.23,540.00 ± 89.44
Unknown-100,40.13 ± 13.93,42.85 ± 15.86,41.30 ± 14.59,1260.00 ± 336.15
Unknown-101,38.40 ± 6.47,44.54 ± 6.75,40.73 ± 4.46,3680.00 ± 1042.59
Unknown-102,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,250.00 ± 70.71
Unknown-103,25.49 ± 16.44,30.62 ± 21.41,26.03 ± 14.37,880.00 ± 356.37
Unknown-105,34.82 ± 6.97,36.13 ± 8.13,35.09 ± 6.67,7540.00 ± 1318.33
Unknown-106,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-107,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,360.00 ± 230.22
Unknown-108,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,520.00 ± 238.75
Unknown-110,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,280.00 ± 130.38
Unknown-111,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,225.00 ± 95.74
Unknown-112,16.41 ± 16.68,12.02 ± 13.68,13.43 ± 14.14,960.00 ± 646.53
Unknown-113,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,400.00 ± 339.12
Unknown-114,31.94 ± 7.17,36.68 ± 7.57,34.04 ± 7.11,3000.00 ± 842.61
Unknown-115,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,250.00 ± 100.00
Unknown-116,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,175.00 ± 95.74
Unknown-117,25.59 ± 19.07,25.85 ± 17.58,25.54 ± 17.96,1020.00 ± 589.07
Unknown-118,11.08 ± 10.19,10.67 ± 9.83,10.84 ± 9.94,860.00 ± 397.49
Unknown-119,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,260.00 ± 288.10
Unknown-120,25.48 ± 25.36,21.67 ± 20.07,22.91 ± 21.40,600.00 ± 600.00
Unknown-121,4.08 ± 5.63,5.54 ± 9.14,4.25 ± 6.04,1360.00 ± 665.58
Unknown-122,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,280.00 ± 420.71
Unknown-123,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,325.00 ± 221.74
Unknown-124,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,320.00 ± 334.66
Unknown-126,20.33 ± 14.83,25.24 ± 19.02,20.30 ± 13.98,440.00 ± 320.94
Unknown-127,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,560.00 ± 421.90
Unknown-128,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,540.00 ± 167.33
Unknown-129,8.27 ± 8.66,12.37 ± 16.60,8.90 ± 9.33,1920.00 ± 1177.71
Unknown-130,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 173.21
Unknown-131,11.67 ± 16.24,11.67 ± 16.24,11.67 ± 16.24,300.00 ± 158.11
Unknown-132,9.65 ± 5.95,15.07 ± 11.63,11.25 ± 7.44,1520.00 ± 1070.98
Unknown-133,8.71 ± 5.72,8.15 ± 4.94,8.10 ± 4.77,1360.00 ± 403.73
Unknown-134,36.75 ± 4.69,32.45 ± 12.84,33.84 ± 9.26,1720.00 ± 460.43
Unknown-135,5.00 ± 11.18,3.33 ± 7.45,4.00 ± 8.94,400.00 ± 212.13
Unknown-136,33.33 ± 57.74,16.67 ± 28.87,22.22 ± 38.49,100.00 ± 100.00
Unknown-137,22.04 ± 27.25,20.00 ± 18.26,19.41 ± 19.22,580.00 ± 389.87
Unknown-138,5.33 ± 11.93,3.81 ± 8.52,4.44 ± 9.94,2380.00 ± 630.08
Unknown-140,18.93 ± 20.34,19.63 ± 19.72,19.08 ± 19.73,960.00 ± 876.36
Unknown-141,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 141.42
Unknown-142,13.33 ± 13.94,15.67 ± 15.07,14.30 ± 14.31,400.00 ± 367.42
Unknown-143,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,250.00 ± 238.05
Unknown-144,10.24 ± 18.59,8.00 ± 13.04,8.88 ± 15.28,600.00 ± 393.70
Unknown-145,20.68 ± 16.30,27.13 ± 20.40,23.17 ± 17.90,940.00 ± 795.61
Unknown-146,1.67 ± 3.73,6.67 ± 14.91,2.67 ± 5.96,420.00 ± 443.85
Unknown-147,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,40.00 ± 89.44
Unknown-148,16.67 ± 28.87,0.81 ± 1.41,1.55 ± 2.69,1433.33 ± 2309.40
Unknown-149,1.67 ± 3.73,6.67 ± 14.91,2.67 ± 5.96,380.00 ± 286.36
Unknown-150,23.73 ± 14.78,16.92 ± 4.81,18.07 ± 3.26,1440.00 ± 1011.43
Unknown-151,26.55 ± 15.17,26.57 ± 18.17,25.80 ± 15.22,740.00 ± 251.00
Unknown-152,16.09 ± 14.74,16.81 ± 14.52,16.42 ± 14.65,2160.00 ± 2224.41
Unknown-154,6.78 ± 9.53,15.00 ± 22.36,8.79 ± 12.04,400.00 ± 353.55
Unknown-155,46.67 ± 36.13,51.94 ± 39.93,42.71 ± 25.65,460.00 ± 439.32
Unknown-157,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,300.00 ± 100.00
Unknown-158,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-159,39.83 ± 34.80,22.80 ± 9.84,27.15 ± 14.79,860.00 ± 461.52
Unknown-160,5.82 ± 8.85,5.25 ± 8.68,5.48 ± 8.73,2100.00 ± 809.32
Unknown-161,5.71 ± 12.78,2.50 ± 5.59,3.48 ± 7.78,1160.00 ± 665.58
Unknown-162,27.08 ± 11.21,33.95 ± 9.87,29.58 ± 9.62,2520.00 ± 1905.78
