Category,precision,recall,f1-score,support
Community,0.3119,0.4221,0.3579,27.6000
Entertainment,0.1489,0.1870,0.1637,41.6000
Food,0.0000,0.0000,0.0000,4.2000
Nightlife,0.1586,0.2010,0.1747,15.4000
Outdoors,0.0400,0.0800,0.0533,7.0000
Shopping,0.1889,0.1731,0.1699,15.0000
Travel,0.0000,0.0000,0.0000,4.8000
None,0.0000,0.0000,0.0000,2.8000
Unknown-8,0.3483,0.4558,0.3806,24.6000
Unknown-9,0.0000,0.0000,0.0000,4.2000
Unknown-10,0.0000,0.0000,0.0000,2.5000
Unknown-11,0.0095,0.0400,0.0154,6.6000
Unknown-12,0.0000,0.0000,0.0000,5.0000
Unknown-13,0.0000,0.0000,0.0000,3.4000
Unknown-14,0.0000,0.0000,0.0000,6.4000
Unknown-15,0.2240,0.2665,0.2431,51.6000
Unknown-16,0.2100,0.2851,0.2363,36.2000
Unknown-18,0.5384,0.5508,0.5443,98.0000
Unknown-19,0.0000,0.0000,0.0000,1.0000
Unknown-20,0.0000,0.0000,0.0000,2.5000
Unknown-22,0.5646,0.7138,0.6144,23.8000
Unknown-24,0.0000,0.0000,0.0000,3.2500
Unknown-25,0.4305,0.3732,0.3987,28.2000
Unknown-26,0.1250,0.1000,0.1111,5.0000
Unknown-28,0.8994,0.9164,0.9078,7081.8000
Unknown-29,0.0000,0.0000,0.0000,3.2000
Unknown-30,0.0874,0.1600,0.1085,6.2000
Unknown-31,0.0000,0.0000,0.0000,2.4000
Unknown-32,0.1752,0.1554,0.1631,54.2000
Unknown-33,0.0000,0.0000,0.0000,4.0000
Unknown-37,0.5566,0.5559,0.5545,106.6000
Unknown-38,0.0000,0.0000,0.0000,1.4000
Unknown-39,0.0417,0.2500,0.0714,1.5000
Unknown-40,0.2073,0.1986,0.1986,36.8000
Unknown-41,0.2751,0.3859,0.3125,96.0000
Unknown-42,0.5261,0.3456,0.4158,214.2000
Unknown-43,0.0777,0.1851,0.0763,32.2000
Unknown-44,0.6058,0.5943,0.5997,299.2000
Unknown-45,0.5712,0.3836,0.4580,189.6000
Unknown-46,0.0000,0.0000,0.0000,8.0000
Unknown-47,0.4026,0.4942,0.4365,73.8000
Unknown-48,0.2675,0.3678,0.2980,98.8000
Unknown-49,0.6038,0.6409,0.6207,142.0000
Unknown-50,0.2300,0.2200,0.2222,11.2000
Unknown-51,0.1542,0.3343,0.2088,10.8000
Unknown-53,0.1109,0.1532,0.1191,31.6000
Unknown-54,0.7488,0.7973,0.7722,581.8000
Unknown-55,0.3021,0.3005,0.2999,43.4000
Unknown-56,0.0833,0.0556,0.0667,8.2500
Unknown-57,0.1680,0.3485,0.2237,37.2000
Unknown-58,0.3464,0.3683,0.3568,96.2000
Unknown-59,0.6122,0.6217,0.6169,995.8000
Unknown-60,0.4284,0.5274,0.4666,35.2000
Unknown-62,0.2669,0.2839,0.2683,19.0000
Unknown-63,0.1047,0.1000,0.1023,13.5000
Unknown-65,0.2054,0.2369,0.2181,112.8000
Unknown-66,0.3441,0.3973,0.3643,27.4000
Unknown-67,0.2161,0.2325,0.2220,25.6000
Unknown-68,0.4190,0.5131,0.4477,59.4000
Unknown-69,0.2632,0.2633,0.2631,73.8000
Unknown-70,0.5745,0.5360,0.5542,24.0000
Unknown-71,0.1290,0.2545,0.1446,12.6000
Unknown-72,0.0971,0.0971,0.0971,12.4000
Unknown-73,0.4483,0.5089,0.4529,14.8000
Unknown-74,0.4061,0.4219,0.4137,201.2000
Unknown-75,0.0897,0.1467,0.0976,13.0000
Unknown-76,0.7078,0.7687,0.7350,93.4000
Unknown-77,0.1159,0.1409,0.1242,8.8000
